Time (s)	Throttle (u)	Thrust (N)
2.919	300	0.577600
2.931	300	0.580796
2.943	300	0.582517
2.955	300	0.576237
2.966	300	0.575052
2.978	300	0.573622
2.990	300	0.576684
3.002	300	0.577175
3.013	300	0.582874
3.025	300	0.578449
3.037	300	0.581422
3.049	300	0.583545
3.060	300	0.578337
3.073	300	0.573465
3.084	300	0.580639
3.096	300	0.577533
3.107	300	0.581690
3.119	300	0.580394
3.131	300	0.576147
3.142	300	0.585266
3.154	300	0.584640
3.166	300	0.582807
3.178	300	0.585511
3.189	300	0.576684
3.202	300	0.578762
3.213	300	0.581690
3.225	300	0.577622
3.236	300	0.576550
3.249	300	0.576505
3.260	300	0.575767
3.272	300	0.580349
3.283	300	0.586584
3.296	300	0.577756
3.307	300	0.572750
3.319	300	0.577108
3.331	300	0.577108
3.343	300	0.580528
3.354	300	0.576505
3.366	300	0.570918
3.378	300	0.571566
3.389	300	0.578516
3.401	300	0.578583
3.413	300	0.575700
3.425	300	0.580796
3.436	300	0.573935
3.448	300	0.573242
3.460	300	0.577890
3.472	300	0.579142
3.483	300	0.575522
3.495	300	0.570024
3.507	300	0.581086
3.519	300	0.580595
3.530	300	0.571074
3.543	300	0.573465
3.554	300	0.575343
3.566	300	0.576281
3.577	300	0.574739
3.590	300	0.569756
3.601	300	0.567767
3.613	300	0.574024
3.624	300	0.577756
3.637	300	0.581198
3.648	300	0.579790
3.660	300	0.583008
3.672	300	0.581801
3.683	300	0.580326
3.695	300	0.580706
3.706	300	0.578807
3.719	300	0.579433
3.730	300	0.578896
3.742	300	0.576237
3.754	300	0.580975
3.766	300	0.581645
3.777	300	0.577935
3.789	300	0.574762
3.801	300	0.580952
3.813	300	0.572974
3.824	300	0.568079
3.836	300	0.573711
3.848	300	0.580282
3.860	300	0.585355
3.871	300	0.577108
3.884	300	0.579768
3.895	300	0.581779
3.907	300	0.581511
3.918	300	0.582785
3.931	300	0.580751
3.942	300	0.579388
3.953	300	0.581556
3.965	300	0.580148
3.977	300	0.576371
3.989	300	0.575924
4.000	300	0.574963
4.013	300	0.576058
4.024	300	0.579388
4.036	300	0.578807
4.047	300	0.573376
4.060	300	0.574561
4.071	300	0.576483
4.083	300	0.583902
4.095	300	0.584416
4.107	300	0.583768
4.118	300	0.585198
4.130	300	0.584617
4.142	300	0.587232
4.154	300	0.583522
4.165	300	0.575611
4.177	300	0.575745
4.189	300	0.575522
4.201	300	0.578472
4.212	300	0.583656
4.225	300	0.581690
4.236	300	0.577578
4.247	300	0.575633
4.259	300	0.577421
4.271	300	0.576617
4.283	300	0.573197
4.294	300	0.571812
4.306	300	0.575790
4.318	300	0.584416
4.330	300	0.580617
4.341	300	0.580505
4.354	300	0.579723
4.365	300	0.571834
4.377	300	0.573600
4.388	300	0.586048
4.401	300	0.578896
4.412	300	0.571342
4.424	300	0.573018
4.435	300	0.577980
4.448	300	0.580662
4.459	300	0.586383
4.471	300	0.580841
4.483	300	0.581623
4.495	300	0.578986
4.506	300	0.581019
4.517	300	0.582360
4.530	300	0.577309
4.541	300	0.574538
4.553	300	0.571879
4.565	300	0.581556
4.577	300	0.581444
4.588	300	0.579500
4.600	300	0.574136
4.612	300	0.576483
4.624	300	0.580349
4.635	300	0.578561
4.647	300	0.581399
4.659	300	0.572706
4.671	300	0.567990
4.682	300	0.569465
4.695	300	0.574225
4.706	100	0.576103
4.718	100	0.543965
4.729	100	0.392308
4.742	100	0.253523
4.753	100	0.178364
4.765	100	0.140774
4.776	100	0.112346
4.789	100	0.086377
4.800	100	0.079606
4.811	100	0.079941
4.824	100	0.071024
4.835	100	0.067783
4.847	100	0.074287
4.858	100	0.071918
4.871	100	0.067113
4.882	100	0.065750
4.894	100	0.068007
4.906	100	0.061973
4.918	100	0.064766
4.929	100	0.073169
4.941	100	0.076119
4.953	100	0.071851
4.965	100	0.071024
4.976	100	0.070465
4.988	100	0.066241
5.000	100	0.065571
5.012	100	0.063828
5.023	100	0.065437
5.036	100	0.065124
5.047	100	0.075225
5.058	100	0.076164
5.070	100	0.067917
5.083	100	0.069482
5.094	100	0.064476
5.105	100	0.055760
5.117	100	0.062822
5.129	100	0.063627
5.141	100	0.065079
5.152	100	0.067202
5.165	100	0.062062
5.176	100	0.064431
5.188	100	0.067269
5.199	100	0.067672
5.212	100	0.068700
5.223	100	0.064632
5.235	100	0.065325
5.247	100	0.064342
5.259	100	0.062867
5.270	100	0.060297
5.282	100	0.060095
5.294	100	0.061034
5.306	100	0.063939
5.317	100	0.069884
5.329	100	0.064833
5.341	100	0.065280
5.352	100	0.067225
5.364	100	0.066577
5.376	100	0.060989
5.388	100	0.059336
5.399	100	0.062487
5.411	100	0.062889
5.423	100	0.066487
5.435	100	0.069281
5.446	100	0.072298
5.458	100	0.068476
5.470	100	0.065951
5.482	100	0.064744
5.493	100	0.065169
5.506	100	0.062420
5.517	100	0.064744
5.529	100	0.057659
5.540	100	0.063738
5.553	100	0.062286
5.564	100	0.064006
5.576	100	0.064230
5.587	100	0.065526
5.600	100	0.064833
5.611	100	0.069906
5.622	100	0.068945
5.635	100	0.064766
5.647	100	0.059738
5.658	100	0.060230
5.669	100	0.062867
5.682	100	0.062643
5.693	100	0.066308
5.705	100	0.067314
5.717	100	0.063157
5.729	100	0.057324
5.740	100	0.057771
5.752	100	0.062062
5.764	100	0.065370
5.776	100	0.071963
5.787	100	0.070331
5.799	100	0.063627
5.811	100	0.062822
5.823	100	0.067359
5.834	100	0.066219
5.847	100	0.065213
5.858	100	0.067828
5.870	100	0.064789
5.881	100	0.066353
5.894	100	0.071136
5.905	100	0.069392
5.916	100	0.065794
5.928	100	0.065884
5.941	100	0.068856
5.952	100	0.066465
5.963	100	0.061414
5.976	100	0.065951
5.987	100	0.061436
5.999	100	0.069147
6.010	100	0.065057
6.023	100	0.055670
6.034	100	0.059380
6.046	100	0.063202
6.058	100	0.066040
6.070	100	0.066778
6.081	100	0.063559
6.093	100	0.059380
6.105	100	0.059827
6.117	100	0.060252
6.128	100	0.064990
6.140	100	0.067403
6.152	100	0.063470
6.164	100	0.062420
6.175	100	0.066152
6.188	100	0.065906
6.199	100	0.068409
6.210	100	0.065347
6.222	100	0.061794
6.234	100	0.059805
6.246	100	0.053771
6.257	100	0.055894
6.269	100	0.062152
6.281	100	0.059112
6.293	100	0.061794
6.304	100	0.063761
6.317	100	0.068811
6.328	100	0.065414
6.340	100	0.065638
6.351	100	0.065794
6.364	100	0.067180
6.375	100	0.060297
6.387	100	0.058442
6.399	100	0.059023
6.411	100	0.061526
6.422	100	0.063291
6.434	100	0.059134
6.446	100	0.056453
6.458	100	0.065213
6.469	100	0.065370
6.480	100	0.069102
6.493	100	0.062509
6.504	100	0.062531
6.516	100	0.064722
6.528	100	0.067113
6.540	100	0.076410
6.551	100	0.076902
6.563	100	0.071381
6.575	100	0.066509
6.587	100	0.070957
6.598	100	0.068387
6.610	100	0.067113
6.622	100	0.062710
6.634	100	0.059559
6.645	100	0.060341
6.658	100	0.064096
6.669	100	0.071002
6.681	100	0.073281
6.692	100	0.069750
6.705	100	0.068655
6.716	100	0.067582
6.728	100	0.061436
6.739	100	0.067403
6.751	100	0.073326
6.763	100	0.064252
6.774	100	0.058687
6.787	100	0.068297
6.798	100	0.068700
6.810	100	0.068320
6.821	100	0.071918
6.834	100	0.070175
6.845	100	0.069482
6.857	100	0.061906
6.869	100	0.062442
6.881	100	0.063157
6.892	100	0.063917
6.904	100	0.065884
6.916	100	0.065526
6.928	100	0.067716
6.939	100	0.068454
6.951	100	0.068163
6.963	100	0.068543
6.975	100	0.066889
6.986	100	0.068297
6.999	100	0.065258
7.010	100	0.063872
7.021	100	0.061682
7.033	100	0.062286
7.045	100	0.058173
7.057	100	0.062464
7.068	100	0.068566
7.080	100	0.063850
7.092	100	0.063761
7.104	100	0.068052
7.115	100	0.068163
7.128	100	0.061123
7.139	100	0.062844
7.151	100	0.067314
7.162	100	0.069996
7.175	100	0.069839
7.186	100	0.065861
7.198	100	0.064990
7.210	100	0.059492
7.222	100	0.052966
7.233	100	0.050374
7.245	100	0.060587
7.257	100	0.069057
7.269	100	0.061191
7.280	100	0.063850
7.291	100	0.068275
7.304	100	0.066889
7.315	100	0.059671
7.327	100	0.057168
7.339	100	0.062688
7.351	100	0.057816
7.362	100	0.056654
7.374	100	0.062844
7.386	100	0.067091
7.398	100	0.066241
7.409	100	0.064163
7.421	100	0.064498
7.433	100	0.066197
7.445	100	0.073929
7.456	100	0.069460
7.469	100	0.067091
7.480	100	0.072119
7.492	100	0.076298
7.503	100	0.071963
7.516	100	0.067940
7.527	100	0.068230
7.538	100	0.068677
7.551	100	0.062666
7.563	100	0.061749
7.574	100	0.063470
7.585	100	0.063001
7.598	100	0.058330
7.609	100	0.058620
7.621	100	0.067783
7.632	100	0.066197
7.645	100	0.056162
7.656	100	0.061593
7.668	100	0.065861
7.680	100	0.063694
7.692	100	0.061280
7.703	100	0.065794
7.715	100	0.066241
7.727	100	0.060833
7.739	100	0.055670
7.750	100	0.058240
7.762	100	0.064900
7.774	100	0.067716
7.786	100	0.064431
7.797	100	0.058822
7.810	100	0.063783
7.821	100	0.062531
7.832	100	0.054329
7.844	100	0.062375
7.856	100	0.070644
7.868	100	0.067627
7.879	100	0.062062
7.891	100	0.069415
7.903	100	0.071851
7.915	100	0.067627
7.926	100	0.068945
7.939	100	0.071650
7.950	100	0.069705
7.962	100	0.069124
7.973	100	0.060431
7.986	100	0.060587
7.997	100	0.061570
8.009	100	0.058643
8.021	100	0.067783
8.033	100	0.070041
8.044	100	0.068275
8.056	100	0.074287
8.068	100	0.073214
8.080	100	0.065995
8.091	100	0.066644
8.102	100	0.064163
8.115	100	0.060006
8.126	100	0.062934
8.138	100	0.065236
8.150	100	0.073773
8.162	100	0.069839
8.173	100	0.060498
8.185	100	0.059179
8.197	100	0.062777
8.209	100	0.062576
8.220	100	0.071761
8.232	100	0.068767
8.244	100	0.068119
8.256	100	0.068923
8.267	100	0.070532
8.280	100	0.069392
8.291	100	0.064766
8.303	100	0.065772
8.314	100	0.064163
8.327	100	0.066979
8.338	100	0.066577
8.350	100	0.059447
8.362	100	0.066063
8.373	100	0.076119
8.385	100	0.068610
8.396	100	0.066442
8.409	100	0.061191
8.420	100	0.063403
8.432	100	0.059559
8.443	100	0.059157
8.456	100	0.067046
8.467	100	0.070353
8.479	100	0.063627
8.491	100	0.063559
8.503	100	0.060162
8.514	100	0.061973
8.526	100	0.068007
8.538	100	0.069974
8.550	100	0.067001
8.561	100	0.072454
8.573	100	0.073438
8.585	100	0.066063
8.597	100	0.056900
8.608	100	0.052229
8.621	100	0.061928
8.632	100	0.066755
8.644	100	0.061369
8.655	100	0.062152
8.667	100	0.064319
8.679	100	0.066800
8.690	100	0.069906
8.703	100	0.063336
8.714	100	0.066286
8.726	100	0.067001
8.737	100	0.063716
8.750	100	0.065481
8.761	100	0.067180
8.773	100	0.063247
8.784	100	0.069013
8.797	100	0.067225
8.808	100	0.062353
8.820	100	0.064498
8.832	100	0.064476
8.844	100	0.060654
8.855	100	0.060162
8.867	100	0.067627
8.879	100	0.062800
8.891	100	0.067202
8.902	100	0.067158
8.914	100	0.061191
8.926	100	0.059827
8.937	100	0.066711
8.949	100	0.067716
8.961	100	0.065884
8.973	100	0.064073
8.984	100	0.069124
8.996	100	0.073169
9.008	100	0.068610
9.020	100	0.070353
9.031	100	0.072566
9.043	100	0.071828
9.055	100	0.070175
9.067	100	0.066979
9.078	100	0.066889
9.091	100	0.059313
9.102	100	0.060654
9.114	100	0.063895
9.125	100	0.066264
9.138	100	0.064945
9.149	100	0.056363
9.161	100	0.062554
9.173	100	0.070666
9.185	100	0.066979
9.196	100	0.069929
9.208	100	0.073102
9.220	100	0.070465
9.231	100	0.071784
9.243	100	0.061593
9.254	100	0.062263
9.267	100	0.065794
9.278	100	0.072387
9.290	100	0.068722
9.302	100	0.065392
9.314	100	0.063180
9.325	100	0.061503
9.337	100	0.061950
9.349	100	0.063247
9.361	100	0.061816
9.372	100	0.061526
9.384	100	0.063537
