Time (s)	Throttle (u)	Thrust (N)
3.803	700	2.493994
3.814	700	2.492876
3.827	700	2.498888
3.838	700	2.498978
3.850	700	2.499804
3.861	700	2.504453
3.874	700	2.505302
3.885	700	2.499424
3.897	700	2.498910
3.908	700	2.499916
3.921	700	2.494016
3.932	700	2.493770
3.944	700	2.500274
3.956	700	2.499715
3.968	700	2.492653
3.979	700	2.495290
3.991	700	2.495804
4.003	700	2.494597
4.015	700	2.493368
4.026	700	2.493144
4.038	700	2.496251
4.050	700	2.497413
4.062	700	2.493770
4.073	700	2.493346
4.086	700	2.495335
4.097	700	2.501324
4.108	700	2.501458
4.120	700	2.495670
4.132	700	2.498598
4.144	700	2.497614
4.155	700	2.498464
4.168	700	2.505190
4.179	700	2.505079
4.191	700	2.496251
4.202	700	2.495715
4.215	700	2.497681
4.226	700	2.492094
4.238	700	2.490195
4.249	700	2.500944
4.262	700	2.498128
4.273	700	2.499424
4.285	700	2.496519
4.297	700	2.496363
4.309	700	2.497346
4.320	700	2.493055
4.332	700	2.493279
4.344	700	2.494485
4.356	700	2.492876
4.367	700	2.491826
4.378	700	2.489122
4.391	700	2.497503
4.402	700	2.498128
4.414	700	2.496944
4.426	700	2.494776
4.438	700	2.499447
4.449	700	2.498374
4.461	700	2.490642
4.473	700	2.493904
4.485	700	2.502777
4.496	700	2.505772
4.508	700	2.497145
4.520	700	2.491714
4.532	700	2.486842
4.543	700	2.491871
4.556	700	2.498128
4.567	700	2.499402
4.579	700	2.499000
4.590	700	2.494463
4.603	700	2.494485
4.614	700	2.489189
4.626	700	2.492206
4.638	700	2.496519
4.650	700	2.497123
4.661	700	2.497503
4.672	700	2.492340
4.685	700	2.492184
4.696	700	2.498464
4.708	100	2.496787
4.719	100	2.325284
4.732	100	1.632924
4.743	100	0.980635
4.755	100	0.586897
4.767	100	0.366160
4.779	100	0.239756
4.790	100	0.173090
4.802	100	0.135500
4.814	100	0.114000
4.826	100	0.097775
4.837	100	0.089260
4.849	100	0.082533
4.861	100	0.069169
4.873	100	0.060341
4.884	100	0.061615
4.897	100	0.062822
4.908	100	0.063962
4.920	100	0.069705
4.931	100	0.076075
4.944	100	0.068074
4.955	100	0.067672
4.966	100	0.075315
4.979	100	0.072298
4.990	100	0.070778
5.002	100	0.068275
5.013	100	0.069191
5.026	100	0.069661
5.037	100	0.063045
5.049	100	0.066867
5.060	100	0.069616
5.073	100	0.069437
5.084	100	0.068722
5.096	100	0.064811
5.108	100	0.059336
5.120	100	0.064275
5.131	100	0.065057
5.143	100	0.060967
5.155	100	0.057682
5.167	100	0.064967
5.178	100	0.063939
5.190	100	0.067873
5.202	100	0.078533
5.214	100	0.073326
5.225	100	0.071895
5.238	100	0.068230
5.249	100	0.070242
5.260	100	0.072141
5.272	100	0.064476
5.284	100	0.066420
5.296	100	0.063247
5.307	100	0.063895
5.320	100	0.066688
5.331	100	0.062040
5.343	100	0.063112
5.354	100	0.060431
5.367	100	0.062107
5.378	100	0.067448
5.390	100	0.064029
5.401	100	0.060319
5.414	100	0.067314
5.425	100	0.069795
5.437	100	0.073035
5.449	100	0.072231
5.461	100	0.064252
5.472	100	0.070398
5.484	100	0.069549
5.496	100	0.062017
5.508	100	0.062867
5.519	100	0.067225
5.531	100	0.071516
5.543	100	0.070152
5.554	100	0.070085
5.566	100	0.071940
5.578	100	0.065571
5.590	100	0.066107
5.601	100	0.066979
5.613	100	0.067091
5.625	100	0.066599
5.637	100	0.065169
5.648	100	0.064297
5.660	100	0.068119
5.672	100	0.073058
5.684	100	0.074890
5.695	100	0.070264
5.708	100	0.067113
5.719	100	0.065325
5.731	100	0.063358
5.742	100	0.068119
5.755	100	0.071113
5.766	100	0.062643
5.778	100	0.068141
5.790	100	0.063805
5.802	100	0.063023
5.813	100	0.064252
5.825	100	0.069437
5.837	100	0.068543
5.848	100	0.066845
5.860	100	0.066912
5.871	100	0.068834
5.884	100	0.067694
5.895	100	0.061705
5.907	100	0.062017
5.919	100	0.063761
5.931	100	0.063112
5.942	100	0.061772
5.954	100	0.063291
5.966	100	0.068744
5.978	100	0.072097
5.989	100	0.075807
6.001	100	0.069504
6.013	100	0.068878
6.025	100	0.074264
6.036	100	0.066286
6.049	100	0.069638
6.060	100	0.066845
6.072	100	0.065616
6.083	100	0.069214
6.096	100	0.070130
6.107	100	0.072946
6.118	100	0.072119
6.131	100	0.073326
6.142	100	0.072365
6.154	100	0.071069
6.165	100	0.067046
6.178	100	0.067113
6.189	100	0.065392
6.201	100	0.068588
6.212	100	0.069594
6.225	100	0.073326
6.236	100	0.071359
6.248	100	0.062934
6.260	100	0.059336
6.272	100	0.058844
6.283	100	0.062666
6.295	100	0.061347
6.307	100	0.066353
6.319	100	0.067605
6.330	100	0.064990
6.342	100	0.060341
6.354	100	0.071381
6.366	100	0.075248
6.377	100	0.071359
6.390	100	0.063716
6.401	100	0.064520
6.412	100	0.064543
6.424	100	0.063939
6.436	100	0.062710
6.448	100	0.065995
6.459	100	0.064275
6.472	100	0.063492
6.483	100	0.065660
6.495	100	0.065884
6.506	100	0.066778
6.519	100	0.065861
6.530	100	0.066733
6.542	100	0.069281
6.553	100	0.073572
6.566	100	0.072633
6.577	100	0.067381
6.589	100	0.068454
6.601	100	0.071694
6.613	100	0.071538
6.624	100	0.069504
6.636	100	0.074331
6.648	100	0.081975
6.660	100	0.075315
6.671	100	0.067314
6.683	100	0.070711
6.695	100	0.077349
6.707	100	0.074421
6.718	100	0.072410
6.730	100	0.069549
6.742	100	0.066934
6.753	100	0.071180
6.765	100	0.075091
6.777	100	0.069705
6.789	100	0.072164
6.800	100	0.075136
6.812	100	0.076767
6.824	100	0.076343
6.836	100	0.070666
6.847	100	0.077080
6.860	100	0.070711
6.871	100	0.064163
6.883	100	0.071851
6.894	100	0.072588
6.907	100	0.066755
6.918	100	0.066934
6.930	100	0.062576
6.942	100	0.065995
6.954	100	0.070108
6.965	100	0.069594
6.977	100	0.063872
6.989	100	0.065481
7.001	100	0.065124
7.012	100	0.061906
7.023	100	0.066733
7.036	100	0.070666
7.047	100	0.074153
7.059	100	0.077349
7.071	100	0.066934
7.083	100	0.066577
7.094	100	0.069147
7.106	100	0.071627
7.118	100	0.074264
7.130	100	0.066308
7.141	100	0.059604
7.153	100	0.066822
7.165	100	0.076388
7.177	100	0.075337
7.188	100	0.072253
7.201	100	0.071203
7.212	100	0.070443
7.224	100	0.068610
7.235	100	0.063649
7.248	100	0.066308
7.259	100	0.070219
7.271	100	0.075650
7.283	100	0.074689
7.295	100	0.070867
7.306	100	0.069392
7.317	100	0.071918
7.330	100	0.071516
7.341	100	0.071650
7.353	100	0.066867
7.364	100	0.067962
7.377	100	0.072678
7.388	100	0.075225
7.400	100	0.077438
7.412	100	0.074935
7.424	100	0.066577
7.435	100	0.065191
7.447	100	0.065303
7.459	100	0.069616
7.471	100	0.073862
7.482	100	0.067269
7.494	100	0.066130
7.506	100	0.074622
7.518	100	0.077706
7.529	100	0.071851
7.542	100	0.071851
7.553	100	0.067426
7.565	100	0.064520
7.576	100	0.064833
7.588	100	0.062174
7.600	100	0.059313
7.611	100	0.067292
7.624	100	0.070845
7.635	100	0.066174
7.647	100	0.068119
7.658	100	0.063336
7.671	100	0.064923
7.682	100	0.064073
7.694	100	0.060520
7.705	100	0.063045
7.718	100	0.064632
7.729	100	0.063872
7.741	100	0.071046
7.753	100	0.074130
7.765	100	0.069839
7.776	100	0.064141
7.788	100	0.063068
7.800	100	0.069057
7.812	100	0.068767
7.823	100	0.068476
7.835	100	0.067895
7.847	100	0.071471
7.859	100	0.070555
7.870	100	0.065817
7.882	100	0.062978
7.894	100	0.067470
7.905	100	0.066666
7.917	100	0.065012
7.929	100	0.070465
7.941	100	0.067850
7.952	100	0.072074
7.964	100	0.067068
7.976	100	0.067895
7.988	100	0.075203
7.999	100	0.069415
8.012	100	0.067247
8.023	100	0.063470
8.035	100	0.062464
8.046	100	0.067739
8.059	100	0.062084
8.070	100	0.065794
8.082	100	0.068767
8.094	100	0.070979
8.106	100	0.079360
8.117	100	0.079360
8.129	100	0.074488
8.141	100	0.068499
8.152	100	0.070577
8.164	100	0.068230
8.175	100	0.066889
8.188	100	0.062241
8.199	100	0.066644
8.211	100	0.070867
8.223	100	0.071963
8.235	100	0.068901
8.246	100	0.070242
8.258	100	0.065414
8.270	100	0.063045
8.282	100	0.070935
8.293	100	0.067984
8.305	100	0.064386
8.317	100	0.062889
8.329	100	0.058866
8.340	100	0.058240
8.353	100	0.065459
8.364	100	0.067627
8.376	100	0.058173
8.387	100	0.063202
8.400	100	0.073348
8.411	100	0.076633
8.423	100	0.065884
8.435	100	0.059671
8.446	100	0.058218
8.458	100	0.068141
8.469	100	0.074175
8.482	100	0.071404
8.493	100	0.064655
8.505	100	0.057749
8.516	100	0.063045
8.529	100	0.071627
8.540	100	0.067470
8.552	100	0.065906
8.564	100	0.068186
8.576	100	0.066152
8.587	100	0.061369
8.599	100	0.068923
8.611	100	0.071426
8.623	100	0.072298
8.634	100	0.075628
8.646	100	0.069415
8.658	100	0.063917
8.670	100	0.062263
8.681	100	0.069303
8.694	100	0.069035
8.705	100	0.063537
8.716	100	0.068476
8.728	100	0.064275
8.740	100	0.063716
8.752	100	0.070152
8.763	100	0.057883
8.776	100	0.056229
8.787	100	0.066286
8.799	100	0.070331
8.810	100	0.076410
8.823	100	0.074041
8.834	100	0.073929
8.846	100	0.064409
8.857	100	0.063381
8.870	100	0.068901
8.881	100	0.071314
8.893	100	0.073192
8.905	100	0.068342
8.917	100	0.060520
8.928	100	0.066174
8.940	100	0.064677
8.952	100	0.063850
8.964	100	0.062531
8.975	100	0.062174
8.986	100	0.068945
8.999	100	0.077997
9.010	100	0.075851
9.022	100	0.068968
9.034	100	0.075695
9.046	100	0.073169
9.057	100	0.071203
9.069	100	0.069370
9.081	100	0.069013
9.093	100	0.071225
9.104	100	0.064766
9.116	100	0.063068
9.128	100	0.066375
9.140	100	0.063582
9.151	100	0.065169
9.164	100	0.064520
9.175	100	0.062487
9.187	100	0.068499
9.198	100	0.073058
9.211	100	0.072477
9.222	100	0.068007
9.234	100	0.068119
9.246	100	0.067336
9.258	100	0.068878
9.269	100	0.073795
9.280	100	0.075807
9.293	100	0.069549
9.304	100	0.067023
9.316	100	0.070666
9.327	100	0.067470
9.340	100	0.066979
9.351	100	0.063269
9.363	100	0.063135
9.375	100	0.062978
9.387	100	0.064096
