Time (s)	Throttle (u)	Thrust (N)
2.610	600	2.009386
2.622	600	2.010638
2.633	600	2.007710
2.645	600	2.007308
2.657	600	2.014281
2.669	600	2.012716
2.680	600	2.015443
2.693	600	2.011442
2.704	600	2.006124
2.715	600	2.002592
2.727	600	2.006749
2.740	600	2.010392
2.751	600	2.007420
2.762	600	2.002682
2.774	600	2.002615
2.786	600	1.994793
2.798	600	1.999397
2.809	600	2.007152
2.822	600	2.004917
2.833	600	2.003531
2.845	600	2.006079
2.856	600	2.006973
2.869	600	2.001095
2.880	600	2.006682
2.892	600	2.010660
2.903	600	2.005319
2.916	600	2.006749
2.927	600	2.013253
2.939	600	2.006682
2.951	600	2.002883
2.963	600	2.003866
2.974	600	2.003285
2.986	600	1.997631
2.998	600	1.997184
3.010	600	1.998994
3.021	600	2.004939
3.032	600	2.002123
3.045	600	2.005609
3.056	600	2.008314
3.068	600	2.005833
3.080	600	2.003084
3.092	600	1.999598
3.103	600	2.001274
3.115	600	2.007777
3.127	600	2.001877
3.139	600	2.004134
3.150	600	2.003151
3.163	600	2.007375
3.174	600	2.005989
3.186	600	1.999262
3.197	600	2.001788
3.210	600	1.997877
3.221	600	1.998704
3.233	600	1.998458
3.244	600	1.997408
3.257	600	2.000693
3.268	600	2.005542
3.279	600	2.003531
3.292	600	2.000425
3.304	600	2.004693
3.315	600	1.995351
3.326	600	1.995620
3.339	600	2.001989
3.350	600	2.002101
3.362	600	1.998592
3.373	600	1.999240
3.386	600	2.001006
3.397	600	2.000492
3.409	600	2.001877
3.421	600	2.009722
3.433	600	2.007464
3.444	600	1.991999
3.456	600	1.991977
3.468	600	1.999195
3.480	600	2.000492
3.491	600	2.001408
3.504	600	2.002458
3.515	600	2.002391
3.527	600	1.997810
3.538	600	2.003509
3.551	600	1.995597
3.562	600	1.998704
3.573	600	1.998257
3.585	600	1.991843
3.598	600	1.999553
3.609	600	2.008448
3.620	600	2.005721
3.633	600	1.998816
3.644	600	2.000179
3.656	600	2.003263
3.667	600	2.005386
3.680	600	2.002548
3.691	600	2.001832
3.703	600	1.999665
3.714	600	1.994279
3.727	600	1.994390
3.738	600	1.993541
3.750	600	1.990815
3.762	600	1.995463
3.774	600	1.995620
3.785	600	1.996156
3.797	600	1.999151
3.809	600	2.001050
3.821	600	1.995486
3.832	600	1.999642
3.845	600	2.000715
3.856	600	1.995687
3.867	600	1.994614
3.879	600	1.991530
3.891	600	1.997564
3.903	600	1.992714
3.914	600	1.995396
3.926	600	1.998145
3.938	600	1.996536
3.950	600	1.988513
3.961	600	1.992200
3.974	600	1.995530
3.985	600	1.988937
3.997	600	1.987127
4.008	600	1.991105
4.021	600	1.997162
4.032	600	1.999531
4.044	600	1.993653
4.055	600	1.991306
4.068	600	1.990815
4.079	600	1.990614
4.091	600	1.990614
4.103	600	1.985362
4.115	600	1.987485
4.126	600	1.993832
4.137	600	1.994346
4.150	600	1.998145
4.162	600	1.988602
4.173	600	1.989921
4.184	600	1.992401
4.197	600	1.995933
4.208	600	1.995374
4.220	600	1.992491
4.232	600	1.992558
4.244	600	1.989988
4.255	600	1.994904
4.267	600	1.999598
4.279	600	2.002503
4.291	600	1.990971
4.302	600	1.988155
4.315	600	2.000156
4.326	600	1.989898
4.338	600	1.989720
4.349	600	1.995195
4.362	600	1.988714
4.373	600	1.984848
4.385	600	1.993340
4.396	600	1.993094
4.409	600	1.993385
4.420	600	1.994837
4.431	600	2.000469
4.444	600	1.990547
4.455	600	1.985026
4.467	600	1.990792
4.478	600	1.992089
4.491	600	1.983954
4.502	600	1.989563
4.514	600	1.990792
4.525	600	1.997050
4.538	600	1.994592
4.549	600	1.990569
4.561	600	1.993407
4.573	600	1.988982
4.585	600	1.991485
4.596	600	1.991865
4.608	600	1.991977
4.620	600	1.988334
4.632	600	1.986434
4.643	600	1.991709
4.656	600	1.990748
4.667	600	1.988356
4.679	600	1.989474
4.690	600	1.987373
4.703	600	1.989183
4.714	100	1.989071
4.725	100	1.856835
4.737	100	1.301338
4.749	100	0.774201
4.761	100	0.466639
4.772	100	0.307807
4.785	100	0.215307
4.796	100	0.168486
4.808	100	0.131969
4.819	100	0.105754
4.832	100	0.094266
4.843	100	0.081684
4.855	100	0.070488
4.866	100	0.074778
4.879	100	0.069750
4.890	100	0.063090
4.902	100	0.072588
4.914	100	0.082399
4.926	100	0.072186
4.937	100	0.071717
4.949	100	0.076835
4.961	100	0.073482
4.973	100	0.070778
4.984	100	0.073817
4.997	100	0.079293
5.008	100	0.072007
5.019	100	0.067202
5.031	100	0.068141
5.043	100	0.068074
5.055	100	0.074130
5.066	100	0.075941
5.078	100	0.072633
5.090	100	0.067806
5.102	100	0.071493
5.113	100	0.077572
5.126	100	0.070085
5.137	100	0.067336
5.149	100	0.064699
5.160	100	0.071471
5.173	100	0.070398
5.184	100	0.069862
5.196	100	0.070577
5.207	100	0.067403
5.220	100	0.067202
5.231	100	0.068566
5.243	100	0.072901
5.255	100	0.078310
5.267	100	0.075136
5.278	100	0.076566
5.290	100	0.079114
5.302	100	0.078824
5.314	100	0.070264
5.325	100	0.068454
5.336	100	0.067180
5.349	100	0.070376
5.360	100	0.071918
5.372	100	0.072097
5.384	100	0.075583
5.396	100	0.066934
5.407	100	0.067605
5.419	100	0.067605
5.431	100	0.068320
5.443	100	0.061906
5.454	100	0.069996
5.467	100	0.074175
5.478	100	0.069214
5.490	100	0.069817
5.501	100	0.068878
5.514	100	0.069102
5.525	100	0.076142
5.537	100	0.070420
5.548	100	0.073169
5.561	100	0.079785
5.572	100	0.076611
5.584	100	0.067716
5.596	100	0.070242
5.608	100	0.066845
5.619	100	0.068074
5.630	100	0.071046
5.643	100	0.067403
5.654	100	0.065727
5.666	100	0.069772
5.677	100	0.066889
5.690	100	0.075717
5.701	100	0.077550
5.713	100	0.078108
5.725	100	0.071225
5.737	100	0.069951
5.748	100	0.074153
5.760	100	0.074153
5.772	100	0.071158
5.784	100	0.069415
5.795	100	0.069325
5.808	100	0.069862
5.819	100	0.072298
5.831	100	0.076030
5.842	100	0.074041
5.855	100	0.066755
5.866	100	0.074175
5.878	100	0.076991
5.889	100	0.074890
5.902	100	0.081193
5.913	100	0.071627
5.924	100	0.072342
5.937	100	0.071493
5.948	100	0.071314
5.960	100	0.075494
5.971	100	0.073259
5.984	100	0.070331
5.995	100	0.071717
6.007	100	0.077036
6.018	100	0.073080
6.031	100	0.076946
6.042	100	0.072253
6.054	100	0.070063
6.066	100	0.071761
6.078	100	0.075360
6.089	100	0.073862
6.101	100	0.074153
6.113	100	0.066085
6.125	100	0.072655
6.136	100	0.070733
6.149	100	0.070979
6.160	100	0.072141
6.172	100	0.069370
6.183	100	0.074622
6.196	100	0.074600
6.207	100	0.077125
6.218	100	0.070800
6.230	100	0.066130
6.242	100	0.065616
6.254	100	0.076544
6.265	100	0.079650
6.278	100	0.075896
6.289	100	0.072141
6.301	100	0.070689
6.312	100	0.071046
6.325	100	0.072365
6.336	100	0.074756
6.348	100	0.076723
6.359	100	0.075963
6.372	100	0.077304
6.383	100	0.078533
6.395	100	0.064476
6.407	100	0.062598
6.419	100	0.069683
6.430	100	0.075404
6.442	100	0.074220
6.454	100	0.066755
6.466	100	0.065705
6.477	100	0.068945
6.488	100	0.072789
6.501	100	0.073728
6.512	100	0.069750
6.524	100	0.064029
6.536	100	0.068409
6.548	100	0.071784
6.559	100	0.066264
6.571	100	0.065504
6.583	100	0.069258
6.595	100	0.075516
6.606	100	0.076097
6.619	100	0.068677
6.630	100	0.078846
6.642	100	0.075672
6.653	100	0.067850
6.666	100	0.076835
6.677	100	0.074130
6.689	100	0.071158
6.700	100	0.071560
6.713	100	0.064006
6.724	100	0.067739
6.736	100	0.073281
6.748	100	0.070420
6.760	100	0.066934
6.771	100	0.070599
6.783	100	0.080835
6.795	100	0.071337
6.806	100	0.062666
6.818	100	0.065191
6.829	100	0.070130
6.842	100	0.070488
6.853	100	0.073281
6.865	100	0.076835
6.877	100	0.068878
6.889	100	0.065079
6.900	100	0.072499
6.912	100	0.075851
6.924	100	0.067940
6.936	100	0.066420
6.947	100	0.078354
6.960	100	0.075695
6.971	100	0.078958
6.983	100	0.075091
6.994	100	0.068521
7.007	100	0.069460
7.018	100	0.069728
7.030	100	0.072410
7.041	100	0.077952
7.054	100	0.075471
7.065	100	0.072722
7.077	100	0.074734
7.089	100	0.071650
7.100	100	0.076924
7.112	100	0.079874
7.123	100	0.071940
7.136	100	0.065526
7.147	100	0.066219
7.159	100	0.076432
7.170	100	0.078980
7.183	100	0.077974
7.194	100	0.073125
7.206	100	0.076231
7.218	100	0.067091
7.230	100	0.065057
7.241	100	0.069370
7.253	100	0.072611
7.265	100	0.069460
7.277	100	0.071069
7.288	100	0.073125
7.301	100	0.072164
7.312	100	0.072767
7.324	100	0.075941
7.335	100	0.076902
7.348	100	0.078243
7.359	100	0.077796
7.371	100	0.077371
7.382	100	0.074287
7.394	100	0.070219
7.406	100	0.072097
7.417	100	0.070979
7.430	100	0.072186
7.441	100	0.067225
7.453	100	0.077393
7.464	100	0.079449
7.477	100	0.081304
7.488	100	0.077237
7.500	100	0.071963
7.511	100	0.073549
7.524	100	0.074242
7.535	100	0.076410
7.547	100	0.074130
7.559	100	0.069303
7.571	100	0.066286
7.582	100	0.067761
7.594	100	0.075807
7.606	100	0.076119
7.618	100	0.068409
7.629	100	0.073080
7.642	100	0.073594
7.653	100	0.071069
7.664	100	0.074957
7.676	100	0.071694
7.688	100	0.073862
7.700	100	0.075851
7.711	100	0.075896
7.723	100	0.073460
7.735	100	0.075091
7.747	100	0.070510
7.758	100	0.078913
7.771	100	0.076745
7.782	100	0.068521
7.794	100	0.071627
7.805	100	0.075538
7.818	100	0.075181
7.829	100	0.074734
7.841	100	0.072208
7.852	100	0.071985
7.865	100	0.072722
7.876	100	0.078645
7.888	100	0.079360
7.900	100	0.072007
7.912	100	0.071002
7.923	100	0.071940
7.934	100	0.075874
7.947	100	0.077326
7.958	100	0.072007
7.970	100	0.072499
7.981	100	0.076276
7.994	100	0.073527
8.005	100	0.073773
8.017	100	0.077505
8.029	100	0.076700
8.041	100	0.073080
8.052	100	0.069147
8.064	100	0.079516
8.076	100	0.078399
8.088	100	0.074309
8.099	100	0.075985
8.112	100	0.069839
8.123	100	0.066755
8.135	100	0.070823
8.146	100	0.080053
8.159	100	0.079025
8.170	100	0.075427
8.181	100	0.077304
8.193	100	0.071985
8.206	100	0.067582
8.217	100	0.074287
8.228	100	0.069683
8.241	100	0.061168
8.252	100	0.069974
8.264	100	0.072119
8.275	100	0.066353
8.288	100	0.079360
8.299	100	0.079874
8.311	100	0.070733
8.322	100	0.072164
8.335	100	0.073281
8.346	100	0.071337
8.358	100	0.071650
8.370	100	0.068923
8.382	100	0.067470
8.393	100	0.075248
8.405	100	0.071627
8.417	100	0.075024
8.429	100	0.071650
8.440	100	0.069258
8.451	100	0.070957
8.464	100	0.072789
8.475	100	0.075315
8.487	100	0.074801
8.499	100	0.075091
8.511	100	0.074622
8.522	100	0.072767
8.534	100	0.072007
8.546	100	0.070957
8.558	100	0.064498
8.569	100	0.072789
8.582	100	0.079338
8.593	100	0.080991
8.605	100	0.075605
8.616	100	0.073907
8.629	100	0.077796
8.640	100	0.081930
8.652	100	0.076477
8.663	100	0.071091
8.676	100	0.067582
8.687	100	0.065951
8.698	100	0.076656
8.711	100	0.076321
8.722	100	0.076253
8.734	100	0.079382
8.745	100	0.075136
8.758	100	0.072231
8.769	100	0.074533
8.781	100	0.075270
8.792	100	0.079740
8.805	100	0.074711
8.816	100	0.066219
8.828	100	0.069728
8.840	100	0.075941
8.852	100	0.085886
8.863	100	0.086355
8.875	100	0.089037
8.887	100	0.078421
8.899	100	0.073773
8.910	100	0.072342
8.923	100	0.072477
8.934	100	0.081125
8.946	100	0.075672
8.957	100	0.070420
8.970	100	0.069817
8.981	100	0.065548
8.992	100	0.066241
9.004	100	0.069392
9.016	100	0.066889
9.028	100	0.069080
9.039	100	0.066264
9.052	100	0.074913
9.063	100	0.071247
9.075	100	0.069437
9.086	100	0.071091
9.099	100	0.066331
9.110	100	0.067135
9.122	100	0.067917
9.133	100	0.072477
9.146	100	0.072722
9.157	100	0.073147
9.169	100	0.071516
9.181	100	0.073862
9.193	100	0.069124
9.204	100	0.069303
9.216	100	0.075695
9.228	100	0.080142
9.240	100	0.080209
9.251	100	0.075449
9.262	100	0.072767
9.275	100	0.072991
9.286	100	0.069616
9.298	100	0.069906
9.310	100	0.070376
9.322	100	0.071784
9.333	100	0.070800
9.345	100	0.068834
9.357	100	0.073862
9.369	100	0.074644
9.380	100	0.070800
9.393	100	0.073147
