Time (s)	Throttle (u)	Thrust (N)
13.3570	598	-0.016940
13.3690	708	0.078198
13.3800	810	0.254797
13.3910	895	0.527763
13.4040	958	0.890212
13.4150	992	1.298499
13.4270	996	1.758009
13.4390	969	2.236605
13.4510	913	2.656178
13.4620	833	2.960745
13.4740	734	3.134215
13.4860	624	3.139444
13.4980	512	2.980166
13.5090	407	2.702037
13.5210	317	2.304321
13.5330	250	1.825100
13.5450	210	1.353678
13.5560	201	0.918752
13.5690	224	0.557464
13.5800	277	0.270150
13.5920	356	0.079047
13.6030	454	-0.011934
13.6160	564	-0.030930
13.6270	677	0.036808
13.6390	784	0.192019
13.6510	876	0.433116
13.6630	946	0.775095
13.6740	988	1.186644
13.6850	998	1.645037
13.6980	976	2.119520
13.7090	923	2.548703
13.7210	844	2.879776
13.7320	745	3.084556
13.7450	634	3.117453
13.7560	520	2.987384
13.7680	412	2.719894
13.7800	320	2.335229
13.7920	251	1.890268
13.8030	210	1.412969
13.8150	201	0.957951
13.8270	226	0.570895
13.8390	281	0.282576
13.8500	363	0.095160
13.8620	465	-0.005766
13.8740	578	-0.017052
13.8860	693	0.041524
13.8970	800	0.186320
13.9100	890	0.442815
13.9210	956	0.809199
13.9320	993	1.230917
13.9440	996	1.702227
13.9560	965	2.186209
13.9680	904	2.605916
13.9790	817	2.921031
13.9910	712	3.104670
14.0030	596	3.090300
14.0150	481	2.901253
14.0260	376	2.595054
14.0390	290	2.188600
14.0500	231	1.725671
14.0620	202	1.245645
14.0730	208	0.819568
14.0860	248	0.470237
14.0970	317	0.212647
14.1090	411	0.058196
14.1210	522	-0.001788
14.1330	639	0.022974
14.1440	753	0.127454
14.1560	854	0.326781
14.1680	932	0.626231
14.1790	982	1.014471
14.1910	998	1.471031
14.2020	980	1.966969
14.2150	929	2.427238
14.2260	848	2.789890
14.2380	746	3.020550
14.2500	630	3.092691
14.2620	512	2.983362
14.2730	402	2.728029
14.2850	309	2.331721
14.2970	241	1.854019
14.3090	205	1.370573
14.3200	205	0.924629
14.3320	239	0.545530
14.3440	305	0.255601
14.3560	398	0.075717
14.3670	509	-0.012336
14.3800	628	0.001810
14.3910	744	0.105821
14.4030	848	0.302198
14.4140	929	0.595300
14.4270	981	0.990267
14.4380	998	1.445978
14.4490	980	1.936441
14.4620	927	2.390855
14.4730	844	2.760814
14.4850	739	2.999966
14.4960	621	3.049268
14.5090	501	2.930641
14.5200	390	2.675107
14.5320	298	2.292119
14.5430	234	1.828162
14.5560	203	1.356628
14.5670	208	0.903286
14.5790	249	0.509772
14.5910	323	0.231956
14.6030	422	0.074846
14.6140	538	0.001430
14.6260	659	0.029143
14.6380	775	0.145936
14.6500	875	0.358606
14.6610	949	0.677118
14.6730	991	1.104670
14.6850	996	1.583154
14.6970	964	2.068186
14.7080	898	2.515046
14.7210	804	2.858008
14.7320	691	3.037713
14.7430	569	3.044530
14.7550	450	2.856242
14.7670	345	2.509213
14.7790	263	2.071024
14.7900	214	1.596272
14.8030	201	1.120001
14.8140	226	0.701121
14.8260	286	0.372462
14.8370	377	0.149512
14.8500	488	0.029724
14.8610	611	0.012068
14.8730	732	0.098423
14.8840	841	0.268072
14.8970	926	0.541172
14.9080	981	0.918997
14.9200	998	1.373345
14.9320	978	1.863294
14.9440	920	2.326915
14.9550	832	2.713748
14.9660	721	2.960834
14.9790	598	3.020326
14.9910	475	2.897230
15.0020	365	2.614162
15.0130	277	2.209675
15.0260	220	1.739013
15.0370	201	1.251679
15.0490	220	0.808327
15.0610	277	0.444358
15.0730	365	0.193159
15.0840	477	0.049636
15.0960	601	0.015756
15.1080	724	0.076410
15.1200	836	0.225363
15.1310	924	0.481970
15.1430	980	0.864221
15.1550	998	1.331396
15.1670	977	1.832452
15.1780	918	2.312613
15.1910	827	2.701121
15.2020	714	2.957325
15.2140	588	3.023522
15.2250	464	2.890816
15.2370	354	2.599904
15.2490	268	2.159837
15.2600	215	1.666715
15.2730	201	1.177169
15.2840	227	0.737929
15.2960	291	0.395101
15.3070	386	0.159860
15.3200	503	0.039065
15.3310	630	0.020248
15.3430	754	0.107810
15.3540	862	0.292365
15.3670	943	0.586294
15.3780	990	0.985775
15.3900	996	1.452794
15.4020	962	1.950788
15.4140	890	2.414477
15.4250	789	2.768144
15.4370	668	2.961594
15.4490	540	2.950777
15.4610	418	2.759942
15.4720	314	2.428289
15.4840	240	1.982635
15.4960	204	1.498721
15.5070	208	1.028997
15.5190	253	0.610162
15.5310	335	0.300455
15.5430	444	0.111832
15.5540	569	0.036652
15.5660	698	0.058687
15.5780	816	0.185940
15.5900	912	0.427395
15.6010	975	0.773798
15.6140	998	1.221821
15.6250	980	1.729179
15.6370	921	2.231398
15.6480	828	2.646858
15.6610	711	2.914528
15.6720	582	2.988971
15.6840	455	2.865294
15.6950	343	2.578248
15.7080	258	2.169403
15.7190	210	1.682918
15.7310	203	1.180029
15.7430	239	0.730040
15.7550	313	0.389380
15.7660	419	0.161648
15.7770	543	0.041971
15.7900	674	0.045457
15.8010	797	0.140528
15.8130	899	0.347320
15.8240	968	0.697947
15.8370	998	1.138349
15.8480	984	1.627717
15.8600	929	2.129421
15.8720	837	2.569689
15.8840	720	2.863930
15.8950	589	2.973640
15.9070	460	2.869182
15.9190	345	2.581444
15.9310	259	2.168308
15.9420	210	1.677018
15.9550	203	1.180901
15.9660	241	0.739873
15.9780	317	0.399213
15.9890	425	0.169403
16.0020	553	0.052408
16.0130	685	0.060878
16.0250	809	0.172420
16.0360	909	0.401001
16.0490	974	0.743069
16.0600	998	1.171917
16.0710	978	1.662402
16.0840	915	2.162698
16.0950	817	2.585601
16.1070	694	2.851013
16.1180	561	2.925747
16.1310	432	2.793085
16.1420	322	2.495648
16.1540	243	2.062084
16.1650	204	1.576538
16.1780	209	1.085361
16.1890	259	0.658994
16.2010	348	0.329754
16.2130	465	0.134271
16.2250	598	0.059447
16.2360	730	0.089976
16.2480	848	0.229967
16.2600	938	0.493145
16.2720	989	0.868043
16.2830	996	1.336894
16.2940	957	1.851940
16.3070	877	2.337710
16.3180	765	2.710977
16.3300	634	2.906549
16.3420	499	2.902616
16.3540	375	2.691801
16.3650	278	2.331989
16.3770	217	1.853594
16.3890	201	1.322815
16.4010	231	0.847750
16.4120	304	0.468740
16.4250	412	0.209921
16.4360	541	0.070063
16.4480	677	0.045546
16.4590	805	0.144082
16.4720	908	0.355075
16.4830	975	0.700204
16.4950	998	1.154664
16.5060	975	1.665642
16.5190	907	2.165559
16.5300	803	2.577913
16.5420	674	2.847750
16.5540	537	2.919511
16.5650	407	2.775385
16.5770	300	2.435597
16.5880	228	1.965024
16.6010	201	1.457353
16.6120	221	0.971427
16.6240	286	0.561710
16.6350	388	0.267111
16.6480	516	0.104770
16.6590	654	0.061615
16.6710	786	0.130248
16.6830	895	0.325686
16.6950	969	0.646925
16.7060	998	1.075326
16.7180	979	1.561609
16.7300	915	2.070197
16.7420	812	2.509750
16.7530	683	2.810718
16.7660	544	2.904582
16.7770	412	2.758825
16.7890	303	2.438659
16.8000	229	1.987395
16.8130	201	1.482831
16.8240	221	0.994893
16.8350	288	0.580796
16.8470	393	0.287805
16.8590	523	0.126493
16.8710	663	0.083137
16.8820	795	0.155859
16.8950	903	0.338045
16.9060	974	0.653742
16.9180	999	1.082165
16.9290	974	1.582528
16.9420	903	2.087405
16.9530	794	2.519337
16.9650	661	2.792862
16.9760	520	2.849247
16.9890	390	2.696606
17.0000	285	2.368797
17.0120	219	1.915477
17.0240	201	1.412634
17.0360	233	0.934731
17.0470	311	0.538423
17.0590	425	0.252003
17.0710	561	0.106312
17.0830	702	0.090892
17.0940	830	0.194902
17.1050	930	0.416601
17.1180	987	0.757842
17.1290	996	1.206848
17.1410	954	1.728554
17.1530	867	2.234236
17.1650	747	2.629762
17.1760	607	2.834721
17.1880	467	2.821468
17.2000	343	2.606229
17.2120	252	2.217765
17.2230	205	1.732733
17.2360	209	1.215765
17.2470	263	0.751629
17.2590	360	0.393581
17.2700	488	0.173559
17.2830	631	0.093887
17.2940	769	0.126828
17.3060	886	0.274307
17.3170	966	0.549038
17.3300	998	0.954062
17.3410	979	1.458113
17.3520	910	1.996871
17.3650	801	2.454146
17.3760	666	2.757708
17.3880	522	2.846051
17.3990	388	2.722665
17.4120	281	2.404890
17.4230	216	1.946207
17.4350	202	1.416165
17.4460	239	0.909164
17.4590	324	0.507179
17.4700	445	0.237901
17.4820	587	0.108234
17.4940	730	0.088612
17.5060	856	0.208557
17.5170	949	0.460449
17.5290	995	0.851415
17.5410	988	1.333251
17.5530	930	1.853103
17.5640	828	2.332369
17.5770	696	2.686907
17.5880	550	2.840531
17.5990	411	2.760613
17.6110	297	2.470885
17.6230	224	2.000983
17.6350	201	1.488954
17.6460	231	0.993485
17.6580	311	0.567923
17.6700	430	0.281146
17.6820	571	0.127521
17.6930	717	0.099898
17.7060	847	0.185248
17.7170	943	0.421674
17.7290	993	0.800058
17.7400	990	1.274631
17.7530	933	1.804852
17.7640	831	2.293951
17.7760	698	2.660603
17.7870	551	2.830609
17.8000	410	2.760591
17.8110	296	2.470394
17.8230	222	2.015823
17.8350	201	1.497223
17.8470	234	0.990602
17.8580	317	0.573465
17.8690	440	0.281481
17.8820	584	0.125063
17.8930	731	0.096010
17.9050	859	0.214390
17.9160	952	0.475176
17.9290	996	0.855013
17.9400	985	1.335978
17.9520	920	1.857840
17.9640	811	2.333709
17.9760	673	2.681409
17.9870	524	2.820708
17.9990	385	2.713569
18.0110	276	2.390944
18.0230	213	1.919567
18.0340	204	1.403493
18.0470	250	0.918416
18.0580	345	0.512342
18.0700	476	0.240493
18.0810	625	0.110849
18.0930	770	0.122359
18.1050	891	0.279671
18.1160	971	0.557151
18.1280	998	0.970042
18.1400	969	1.470673
18.1520	888	1.987373
18.1630	765	2.434301
18.1760	619	2.729124
18.1870	470	2.786090
18.1990	339	2.586808
18.2100	245	2.211507
18.2230	202	1.721536
18.2340	216	1.205373
18.2460	285	0.732901
18.2570	399	0.377334
18.2700	542	0.171593
18.2810	693	0.112302
18.2930	831	0.177895
18.3050	936	0.382608
18.3170	992	0.732901
18.3280	991	1.192902
18.3390	933	1.712306
18.3520	827	2.210300
18.3630	688	2.594406
18.3750	536	2.766826
18.3870	393	2.683376
18.3990	280	2.393604
18.4100	214	1.942832
18.4220	204	1.427585
18.4340	251	0.928227
18.4460	350	0.528768
18.4570	486	0.257791
18.4690	638	0.131969
18.4810	785	0.145557
18.4930	904	0.292163
18.5040	979	0.581578
18.5170	998	1.006090
18.5280	957	1.512666
18.5400	864	2.032204
18.5510	732	2.463756
18.5640	580	2.714239
18.5750	431	2.708339
18.5860	306	2.485926
18.5980	226	2.084411
18.6100	201	1.584159
18.6220	235	1.066185
18.6330	324	0.630365
18.6460	454	0.314624
18.6570	607	0.152440
18.6690	758	0.143568
18.6800	885	0.269033
18.6930	970	0.524120
18.7040	998	0.916695
18.7160	967	1.408879
18.7270	880	1.927523
18.7400	751	2.383770
18.7510	599	2.658725
18.7630	446	2.698148
18.7750	317	2.504051
18.7870	231	2.126091
18.7980	201	1.636030
18.8100	231	1.120515
18.8220	318	0.671375
18.8330	447	0.347655
18.8450	600	0.170162
18.8570	753	0.147747
18.8690	883	0.257501
18.8800	969	0.506822
18.8920	998	0.899264
18.9040	967	1.386687
18.9160	878	1.913220
18.9270	747	2.370428
18.9390	592	2.661161
18.9510	439	2.700920
18.9630	311	2.498128
18.9740	227	2.104033
18.9870	201	1.613771
18.9980	237	1.100356
19.0100	329	0.646970
19.0210	463	0.327139
19.0340	619	0.170587
19.0450	772	0.160865
19.0570	898	0.282151
19.0680	977	0.556592
19.0810	998	0.970690
19.0920	955	1.467656
19.1030	857	1.992223
19.1160	719	2.427663
19.1270	561	2.673408
19.1390	410	2.673990
19.1500	288	2.442726
19.1630	215	2.022550
19.1740	204	1.511884
19.1860	255	0.996793
19.1980	360	0.566225
19.2100	504	0.281548
19.2210	663	0.157021
19.2330	812	0.181717
19.2450	927	0.345778
19.2570	990	0.654367
19.2680	991	1.089473
19.2800	929	1.596607
19.2920	814	2.120168
19.3040	665	2.525148
19.3150	506	2.694416
19.3270	361	2.604888
19.3390	254	2.303248
19.3500	203	1.844185
19.3620	216	1.310053
19.3740	291	0.817289
19.3860	416	0.446972
19.3970	570	0.222659
19.4090	729	0.147411
19.4210	868	0.224090
19.4330	963	0.463801
19.4440	998	0.842856
19.4570	969	1.324781
19.4680	880	1.857706
19.4800	745	2.323518
19.4910	586	2.635282
19.5040	429	2.711669
19.5150	300	2.520164
19.5270	220	2.113933
19.5390	202	1.594596
19.5510	250	1.057693
19.5620	355	0.615928
19.5730	500	0.312434
19.5860	662	0.164396
19.5970	814	0.166385
19.6090	930	0.316456
19.6200	992	0.632376
19.6330	988	1.084198
19.6440	920	1.608072
19.6560	799	2.125934
19.6680	645	2.530556
19.6800	483	2.704183
19.6910	340	2.615682
19.7030	240	2.295315
19.7150	201	1.792717
19.7270	228	1.244997
19.7380	317	0.758534
19.7500	454	0.399906
19.7620	615	0.202791
19.7740	774	0.152060
19.7850	903	0.259445
19.7980	982	0.526489
19.8090	996	0.939983
19.8210	943	1.453532
19.8320	831	1.996223
19.8450	681	2.432513
19.8560	517	2.664179
19.8670	367	2.636891
19.8790	256	2.376060
19.8910	203	1.916349
19.9030	218	1.366953
19.9140	298	0.863327
19.9270	430	0.471131
19.9380	590	0.237298
19.9500	752	0.159413
19.9610	889	0.235510
19.9740	975	0.462371
19.9850	997	0.850320
19.9970	951	1.364249
20.0090	845	1.903186
20.0210	696	2.357086
20.0320	530	2.615101
20.0440	376	2.624264
20.0560	261	2.388128
20.0680	204	1.954364
20.0790	216	1.416388
20.0900	294	0.892425
20.1030	425	0.494798
20.1140	587	0.255467
20.1260	751	0.170185
20.1380	888	0.246528
20.1500	976	0.470707
20.1610	997	0.850588
20.1730	949	1.352717
20.1850	840	1.899029
20.1970	689	2.339431
20.2080	522	2.592976
20.2200	368	2.597624
20.2320	255	2.361757
20.2440	203	1.923791
20.2550	220	1.387268
20.2680	305	0.873540
20.2790	441	0.484987
20.2910	606	0.255467
20.3020	769	0.193628
20.3150	903	0.278777
20.3260	983	0.516812
20.3380	994	0.904381
20.3500	936	1.412410
20.3610	818	1.948822
20.3730	660	2.380686
20.3840	492	2.602183
20.3970	343	2.549709
20.4080	239	2.262842
20.4200	201	1.802885
20.4310	233	1.266474
20.4440	332	0.776771
20.4550	478	0.416936
20.4670	647	0.230280
20.4790	807	0.203261
20.4910	929	0.335408
20.5020	993	0.626700
20.5140	985	1.051569
20.5260	908	1.577209
20.5380	774	2.096680
20.5490	609	2.477456
20.5610	442	2.613402
20.5730	304	2.484652
20.5850	219	2.126739
20.5960	204	1.621079
20.6090	260	1.092736
20.6200	379	0.642612
20.6310	538	0.328435
20.6430	708	0.187192
20.6550	859	0.228112
20.6670	962	0.425384
20.6780	999	0.778112
20.6910	962	1.247120
20.7020	858	1.779754
20.7140	707	2.262283
20.7250	536	2.572952
20.7380	377	2.624242
20.7490	258	2.398878
20.7610	203	1.942698
20.7720	221	1.393280
20.7850	309	0.880558
20.7960	451	0.483110
20.8080	621	0.250126
20.8200	787	0.182767
20.8320	918	0.272698
20.8430	990	0.526422
20.8540	989	0.959985
20.8670	915	1.488708
20.8790	782	2.019734
20.8900	615	2.422478
20.9010	445	2.600060
20.9140	304	2.515627
20.9250	218	2.182074
20.9370	204	1.672794
20.9490	265	1.121543
20.9610	388	0.657094
20.9720	552	0.340816
20.9840	724	0.189695
20.9960	874	0.217564
21.0080	971	0.409002
21.0190	998	0.766759
21.0310	949	1.259412
21.0430	834	1.813099
21.0550	674	2.281593
21.0660	500	2.553061
21.0790	345	2.548815
21.0900	238	2.296790
21.1020	201	1.845817
21.1130	239	1.306925
21.1250	347	0.798874
21.1370	503	0.424221
21.1480	677	0.238437
21.1610	837	0.218614
21.1720	951	0.368082
21.1840	998	0.684963
21.1950	968	1.130549
21.2080	867	1.654960
21.2190	714	2.157759
21.2310	539	2.490574
21.2420	375	2.554983
21.2550	255	2.352639
21.2660	202	1.930675
21.2780	226	1.404812
21.2900	322	0.888648
21.3020	473	0.487691
21.3130	648	0.256540
21.3250	814	0.206635
21.3370	938	0.332749
21.3490	996	0.607413
21.3600	976	1.044865
21.3720	883	1.581276
21.3840	734	2.101306
21.3950	558	2.470483
21.4070	391	2.570426
21.4190	264	2.380217
21.4310	204	1.963192
21.4420	221	1.434580
21.4540	313	0.917724
21.4660	462	0.509370
21.4780	638	0.262350
21.4890	806	0.191528
21.5020	934	0.294085
21.5130	995	0.580684
21.5250	978	1.022203
21.5360	885	1.556447
21.5490	736	2.082645
21.5600	559	2.460560
21.5720	390	2.586249
21.5830	263	2.427373
21.5960	203	2.012225
21.6070	223	1.457085
21.6190	317	0.922014
21.6310	469	0.517415
21.6430	647	0.265278
21.6540	815	0.193651
21.6650	940	0.293169
21.6780	997	0.570851
21.6890	973	1.004727
21.7010	874	1.536244
21.7120	720	2.066241
21.7250	541	2.439597
21.7360	374	2.532590
21.7480	252	2.355656
21.7600	201	1.947391
21.7720	231	1.421417
21.7830	336	0.906303
21.7950	494	0.498776
21.8070	674	0.273391
21.8190	839	0.236873
21.8300	955	0.371725
21.8430	998	0.682728
21.8540	960	1.129812
21.8660	848	1.661195
21.8770	685	2.163391
21.8890	504	2.477344
21.9010	343	2.507738
21.9120	234	2.271446
21.9240	201	1.820362
21.9360	250	1.283280
21.9480	371	0.784727
21.9590	539	0.415729
21.9720	720	0.229364
21.9830	876	0.238192
21.9950	975	0.433429
22.0060	996	0.799790
22.0190	935	1.287683
22.0300	804	1.826955
22.0420	630	2.292745
22.0530	450	2.542513
22.0660	301	2.505392
22.0770	214	2.188332
22.0890	208	1.672146
22.1010	284	1.107553
22.1130	426	0.638366
22.1240	604	0.337151
22.1360	781	0.209004
22.1480	921	0.259713
22.1590	993	0.488965
22.1710	982	0.897319
22.1820	890	1.442559
22.1950	738	1.983574
22.2060	556	2.384955
22.2180	383	2.526824
22.2300	256	2.379390
22.2420	201	1.986747
22.2530	232	1.468170
22.2650	340	0.937815
22.2770	503	0.512208
22.2890	687	0.288342
22.3000	853	0.248606
22.3130	964	0.385178
22.3240	998	0.698975
22.3360	947	1.159424
22.3470	821	1.706563
22.3600	648	2.191394
22.3710	464	2.470192
22.3830	310	2.456940
22.3940	217	2.178141
22.4070	207	1.706853
22.4180	281	1.168140
22.4290	424	0.692651
22.4420	604	0.371970
22.4530	784	0.240181
22.4650	924	0.302153
22.4760	994	0.548591
22.4890	978	0.958331
22.5000	881	1.482630
22.5120	722	2.008269
22.5230	537	2.405247
22.5360	365	2.539406
22.5470	244	2.353980
22.5590	201	1.907991
22.5710	244	1.357813
22.5830	365	0.840129
22.5940	538	0.456582
22.6060	724	0.255623
22.6180	882	0.244963
22.6300	980	0.414991
22.6410	993	0.773418
22.6540	920	1.283771
22.6650	777	1.827424
22.6760	595	2.279000
22.6880	413	2.494910
22.7010	273	2.417495
22.7120	204	2.082332
22.7230	223	1.573276
22.7350	325	1.035277
22.7470	488	0.585847
22.7590	676	0.322669
22.7700	847	0.258529
22.7830	963	0.379792
22.7940	998	0.683018
22.8060	945	1.138193
22.8170	814	1.683499
22.8300	636	2.173939
22.8410	450	2.452269
22.8530	297	2.424177
22.8640	211	2.129264
22.8770	213	1.647272
22.8880	301	1.107396
22.9000	456	0.643394
22.9120	643	0.336570
22.9240	821	0.220514
22.9350	949	0.300902
22.9460	998	0.584774
22.9590	958	1.035478
22.9700	836	1.569297
22.9820	661	2.082154
22.9930	472	2.419372
23.0060	312	2.458370
23.0170	217	2.226526
23.0290	208	1.760445
23.0410	289	1.183784
23.0530	440	0.691243
23.0640	627	0.371456
23.0760	809	0.243220
23.0880	942	0.299136
23.1000	998	0.541440
23.1110	962	0.956007
23.1240	844	1.491278
23.1350	670	2.020136
23.1470	479	2.368059
23.1580	316	2.428825
23.1710	218	2.210345
23.1820	208	1.759998
23.1940	287	1.211809
23.2050	439	0.716340
23.2170	628	0.388620
23.2290	810	0.261121
23.2400	944	0.330983
23.2530	998	0.575968
23.2640	960	1.003810
23.2760	839	1.542971
23.2870	662	2.064453
23.3000	470	2.413762
23.3110	309	2.451777
23.3230	215	2.176040
23.3340	210	1.694986
23.3470	296	1.145456
23.3580	453	0.688069
23.3700	644	0.365176
23.3820	825	0.236627
23.3940	953	0.309707
23.4050	998	0.575477
23.4170	950	1.031433
23.4290	820	1.583489
23.4410	637	2.087093
23.4520	446	2.393961
23.4630	291	2.410701
23.4760	208	2.140506
23.4870	218	1.665128
23.4990	317	1.123711
23.5110	484	0.644512
23.5230	678	0.349354
23.5340	853	0.261680
23.5460	968	0.373870
23.5580	996	0.672805
23.5700	930	1.125633
23.5810	785	1.673598
23.5940	596	2.151390
23.6050	408	2.409605
23.6170	265	2.356952
23.6280	202	2.020516
23.6410	234	1.513582
23.6520	353	0.978154
23.6640	531	0.547876
23.6750	726	0.296298
23.6880	890	0.263311
23.6990	985	0.443508
23.7100	987	0.804863
23.7230	896	1.305114
23.7350	734	1.851806
23.7460	539	2.288722
23.7570	359	2.464583
23.7700	236	2.331586
23.7810	201	1.936351
23.7930	263	1.392721
23.8040	406	0.858075
23.8170	596	0.470215
23.8280	787	0.280341
23.8400	932	0.304478
23.8520	997	0.525170
23.8640	965	0.914684
23.8750	844	1.435541
23.8870	663	1.960175
23.8990	467	2.324256
23.9110	303	2.396710
23.9220	211	2.166497
23.9350	215	1.704663
23.9460	312	1.162307
23.9580	480	0.680672
23.9690	677	0.368998
23.9810	856	0.271335
23.9930	971	0.382854
24.0040	995	0.690460
24.0160	922	1.157882
24.0280	769	1.704484
24.0400	574	2.183348
24.0510	386	2.438726
24.0640	250	2.377021
24.0750	201	2.013923
24.0870	250	1.468818
24.0980	386	0.931691
24.1110	575	0.513661
24.1220	771	0.300231
24.1340	923	0.294622
24.1450	996	0.486842
24.1580	969	0.872736
24.1690	851	1.391894
24.1810	669	1.937424
24.1930	471	2.314356
24.2050	304	2.402789
24.2160	211	2.183303
24.2270	216	1.730118
24.2400	316	1.184298
24.2510	488	0.700294
24.2630	688	0.388397
24.2750	866	0.295628
24.2870	977	0.416265
24.2980	992	0.729057
24.3100	909	1.196210
24.3220	748	1.732308
24.3340	549	2.204356
24.3450	362	2.438323
24.3570	236	2.325485
24.3690	202	1.912125
24.3810	268	1.373635
24.3920	419	0.849784
24.4050	616	0.463510
24.4160	808	0.275894
24.4280	948	0.296410
24.4390	999	0.526690
24.4520	948	0.946553
24.4630	808	1.496866
24.4740	615	2.022147
24.4860	418	2.343632
24.4990	267	2.354069
24.5100	202	2.064141
24.5210	238	1.575913
24.5340	368	1.040440
24.5450	557	0.595859
24.5570	757	0.343319
24.5680	916	0.320032
24.5810	995	0.494128
24.5920	971	0.865405
24.6040	851	1.372831
24.6150	666	1.904035
24.6280	464	2.311227
24.6390	297	2.410589
24.6510	208	2.164799
24.6630	221	1.686672
24.6750	332	1.129365
24.6860	512	0.659530
24.6980	716	0.362942
24.7100	889	0.273279
24.7220	987	0.399884
24.7330	984	0.735649
24.7450	880	1.243388
24.7570	704	1.797968
24.7680	500	2.236538
24.7800	322	2.389067
24.7920	216	2.231018
24.8040	212	1.804941
24.8150	309	1.259389
24.8270	482	0.754802
24.8390	687	0.417584
24.8510	868	0.299740
24.8620	979	0.398878
24.8750	990	0.707110
24.8860	898	1.174509
24.8980	726	1.721290
24.9090	522	2.192623
24.9220	337	2.406879
24.9330	222	2.283157
24.9450	208	1.849102
24.9560	297	1.292689
24.9690	466	0.784906
24.9800	671	0.425629
24.9920	857	0.280185
25.0040	975	0.354494
25.0150	992	0.632220
25.0270	905	1.103731
25.0380	736	1.666335
25.0510	530	2.133935
25.0620	343	2.360818
25.0740	225	2.259669
25.0860	207	1.862936
25.0980	294	1.332134
25.1090	464	0.814853
25.1210	670	0.450749
25.1330	857	0.315361
25.1450	975	0.396733
25.1560	992	0.674124
25.1680	903	1.135041
25.1800	732	1.685108
25.1920	525	2.158407
25.2030	338	2.390363
25.2160	222	2.273614
25.2270	208	1.841660
25.2390	301	1.292264
25.2500	474	0.780212
25.2630	682	0.421540
25.2740	867	0.286643
25.2850	980	0.372931
25.2970	989	0.660580
25.3090	891	1.130259
25.3210	714	1.694986
25.3320	506	2.148060
25.3450	323	2.349287
25.3560	215	2.221095
25.3680	213	1.803198
25.3790	317	1.264462
25.3920	499	0.761909
25.4030	708	0.426993
25.4150	887	0.320502
25.4270	988	0.435217
25.4390	981	0.769530
25.4500	869	1.264820
25.4620	683	1.798795
25.4740	473	2.229878
25.4860	299	2.391324
25.4970	207	2.205965
25.5090	225	1.727637
25.5210	346	1.160921
25.5330	538	0.678124
25.5440	747	0.384754
25.5570	915	0.322826
25.5680	995	0.464225
25.5790	966	0.812819
25.5910	834	1.325653
25.6030	637	1.874736
25.6150	429	2.251802
25.6260	269	2.315317
25.6380	201	2.060788
25.6500	245	1.585970
25.6620	388	1.046250
25.6730	591	0.593557
25.6860	796	0.346381
25.6970	946	0.336771
25.7090	998	0.548748
25.7200	939	0.963315
25.7330	783	1.498430
25.7440	576	2.010727
25.7560	375	2.321641
25.7670	238	2.303338
25.7800	203	1.978411
25.7910	280	1.467835
25.8030	448	0.917232
25.8150	658	0.507917
25.8270	853	0.328882
25.8380	975	0.368998
25.8490	991	0.631862
25.8620	895	1.086411
25.8730	715	1.626644
25.8850	502	2.094266
25.8970	317	2.304679
25.9090	212	2.171436
25.9200	218	1.754433
25.9320	333	1.216547
25.9440	525	0.723760
25.9560	738	0.397269
25.9670	911	0.308724
25.9790	995	0.446347
25.9910	965	0.809668
26.0030	830	1.324155
26.0140	629	1.858913
26.0270	419	2.239756
26.0380	261	2.327050
26.0500	201	2.085439
26.0610	255	1.610151
26.0740	410	1.052441
26.0850	619	0.595702
26.0960	823	0.365422
26.1080	962	0.370004
26.1200	996	0.601066
26.1320	915	1.015543
26.1430	742	1.552268
26.1560	528	2.052788
26.1670	334	2.307472
26.1790	218	2.206725
26.1900	213	1.803980
26.2030	321	1.268753
26.2140	510	0.770781
26.2260	726	0.431351
26.2380	904	0.305595
26.2500	994	0.414500
26.2610	968	0.757640
26.2730	833	1.271547
26.2850	630	1.817166
26.2970	418	2.220067
26.3080	259	2.308277
26.3200	201	2.061839
26.3320	259	1.574572
26.3440	419	1.032283
26.3550	631	0.599613
26.3670	835	0.376976
26.3790	969	0.399213
26.3900	993	0.641785
26.4020	901	1.070633
26.4140	720	1.610262
26.4260	503	2.097239
26.4370	314	2.334626
26.4490	210	2.210032
26.4610	222	1.763552
26.4730	347	1.204479
26.4840	547	0.708876
26.4970	762	0.408354
26.5080	930	0.324837
26.5200	998	0.463667
26.5310	948	0.826787
26.5440	793	1.341140
26.5550	580	1.869730
26.5670	373	2.216402
26.5790	234	2.232090
26.5910	205	1.931658
26.6020	294	1.421037
26.6130	475	0.888536
26.6260	694	0.501056
26.6370	885	0.328011
26.6490	989	0.407080
26.6600	976	0.717815
26.6730	849	1.195405
26.6840	646	1.751305
26.6960	430	2.183035
26.7080	264	2.306198
26.7200	201	2.103943
26.7310	258	1.639114
26.7430	419	1.078835
26.7550	635	0.619325
26.7670	840	0.384508
26.7780	972	0.392308
26.7900	991	0.635170
26.8020	890	1.064956
26.8140	700	1.597702
26.8250	479	2.079807
26.8380	296	2.290040
26.8490	205	2.126851
26.8610	235	1.685331
26.8720	377	1.137142
26.8850	587	0.663687
26.8960	801	0.382452
26.9070	954	0.342001
26.9190	997	0.527964
26.9310	918	0.914662
26.9430	741	1.466561
26.9540	520	1.983551
26.9670	323	2.255400
26.9780	212	2.179526
26.9900	221	1.798170
27.0010	347	1.267636
27.0140	551	0.766267
27.0250	770	0.447106
