Time (s)	Throttle (u)	Thrust (N)
5.263	100	0.067605
5.276	100	0.075762
5.287	100	0.065861
5.299	100	0.064722
5.311	100	0.069527
5.323	100	0.070711
5.334	100	0.077147
5.346	100	0.072387
5.358	100	0.072834
5.370	100	0.074153
5.381	100	0.070577
5.394	100	0.071292
5.405	100	0.069169
5.417	100	0.066241
5.428	100	0.068342
5.440	100	0.075784
5.452	100	0.073035
5.463	100	0.060811
5.475	100	0.059850
5.487	100	0.071046
5.499	100	0.073348
5.510	100	0.070622
5.523	100	0.063984
5.534	100	0.074935
5.546	100	0.079762
5.557	100	0.076432
5.570	100	0.075695
5.581	100	0.076231
5.593	100	0.076723
5.604	100	0.074331
5.617	100	0.070510
5.628	100	0.066621
5.640	100	0.065481
5.652	100	0.066644
5.664	100	0.069415
5.675	100	0.069795
5.687	100	0.070398
5.699	100	0.065772
5.710	100	0.068499
5.722	100	0.071471
5.734	100	0.078153
5.746	100	0.075583
5.757	100	0.069258
5.769	100	0.069571
5.781	100	0.065772
5.793	100	0.061459
5.804	100	0.067917
5.816	100	0.080366
5.828	100	0.078086
5.840	100	0.067828
5.851	100	0.069236
5.864	100	0.071761
5.875	100	0.072007
5.887	100	0.069102
5.898	100	0.069594
5.911	100	0.077840
5.922	100	0.075225
5.934	100	0.069080
5.945	100	0.071985
5.958	100	0.077885
5.969	100	0.072387
5.980	100	0.068856
5.993	100	0.070018
6.004	100	0.078734
6.016	100	0.076432
6.027	100	0.065817
6.040	100	0.069974
6.051	100	0.071449
6.063	100	0.062978
6.074	100	0.059693
6.087	100	0.073817
6.098	100	0.073438
6.110	100	0.068431
6.122	100	0.071314
6.134	100	0.069929
6.145	100	0.068163
6.157	100	0.063537
6.169	100	0.065146
6.181	100	0.072968
6.192	100	0.075583
6.205	100	0.064096
6.216	100	0.066174
6.228	100	0.073393
6.239	100	0.079583
6.252	100	0.073505
6.263	100	0.070644
6.274	100	0.068677
6.286	100	0.065370
6.298	100	0.068588
6.310	100	0.070622
6.321	100	0.071180
6.334	100	0.067538
6.345	100	0.076321
6.357	100	0.080343
6.368	100	0.077773
6.381	100	0.071918
6.392	100	0.075449
6.404	100	0.073102
6.415	100	0.072566
6.428	100	0.074264
6.439	100	0.076902
6.451	100	0.079494
6.463	100	0.073013
6.475	100	0.075091
6.486	100	0.069549
6.498	100	0.071516
6.510	100	0.065481
6.522	100	0.065481
6.533	100	0.066800
6.545	100	0.067314
6.557	100	0.067783
6.568	100	0.069080
6.580	100	0.071672
6.592	100	0.068677
6.604	100	0.064543
6.615	100	0.067672
6.627	100	0.066130
6.639	100	0.065526
6.651	100	0.063090
6.662	100	0.065772
6.675	100	0.069795
6.686	100	0.067917
6.698	100	0.068141
6.709	100	0.073035
6.722	100	0.078488
6.733	100	0.073996
6.745	100	0.072968
6.756	100	0.073125
6.769	100	0.071069
6.780	100	0.071158
6.792	100	0.080142
6.804	100	0.074242
6.816	100	0.065705
6.827	100	0.066063
6.838	100	0.068454
6.851	100	0.070108
6.862	100	0.076432
6.874	100	0.073371
6.886	100	0.064900
6.898	100	0.070689
6.909	100	0.070979
6.921	100	0.074197
6.933	100	0.074399
6.945	100	0.072901
6.956	100	0.061526
6.968	100	0.070733
6.980	100	0.072946
6.992	100	0.073952
7.003	100	0.080455
7.016	100	0.075874
7.027	100	0.070599
7.039	100	0.070130
7.050	100	0.073683
7.063	100	0.071449
7.074	100	0.070711
7.085	100	0.068342
7.097	100	0.068163
7.110	100	0.069571
7.121	100	0.075158
7.132	100	0.074421
7.145	100	0.076522
7.156	100	0.076924
7.168	100	0.070286
7.179	100	0.073482
7.192	100	0.079047
7.203	100	0.078131
7.215	100	0.066577
7.226	100	0.064565
7.239	100	0.066621
7.250	100	0.074600
7.262	100	0.077483
7.274	100	0.072164
7.286	100	0.070599
7.297	100	0.075561
7.309	100	0.070756
7.321	100	0.067538
7.333	100	0.073549
7.344	100	0.069683
7.357	100	0.067515
7.368	100	0.069638
7.379	100	0.075091
7.391	100	0.070689
7.403	100	0.075002
7.415	100	0.073773
7.426	100	0.067314
7.438	100	0.067895
7.450	100	0.072074
7.462	100	0.068923
7.473	100	0.068677
7.486	100	0.067158
7.497	100	0.074980
7.509	100	0.075516
7.520	100	0.065437
7.533	100	0.068655
7.544	100	0.077930
7.556	100	0.077639
7.567	100	0.076209
7.580	100	0.073371
7.591	100	0.068499
7.603	100	0.066532
7.615	100	0.070398
7.627	100	0.074823
7.638	100	0.065884
7.649	100	0.061995
7.662	100	0.067806
7.673	100	0.071918
7.685	100	0.073549
7.697	100	0.067448
7.709	100	0.064498
7.720	100	0.074801
7.732	100	0.085238
7.744	100	0.080768
7.756	100	0.074421
7.767	100	0.079025
7.779	100	0.078958
7.791	100	0.076209
7.803	100	0.075315
7.814	100	0.074153
7.827	100	0.073572
7.838	100	0.078310
7.850	100	0.078779
7.861	100	0.080142
7.874	100	0.082042
7.885	100	0.075047
7.897	100	0.071873
7.908	100	0.074667
7.921	100	0.072164
7.932	100	0.070175
7.943	100	0.072164
7.956	100	0.069705
7.967	100	0.073080
7.979	100	0.065124
7.990	100	0.067292
8.003	100	0.073505
8.014	100	0.070711
8.026	100	0.065884
8.038	100	0.068744
8.050	100	0.072521
8.061	100	0.080880
8.073	100	0.077840
8.085	100	0.074622
8.097	100	0.079002
8.108	100	0.071873
8.120	100	0.068968
8.132	100	0.067828
8.144	100	0.075136
8.155	100	0.075829
8.168	100	0.070108
8.179	100	0.066666
8.191	100	0.062889
8.202	100	0.071806
8.214	100	0.077013
8.226	100	0.076410
8.237	100	0.072700
8.249	100	0.072834
8.261	100	0.069817
8.273	100	0.064208
8.284	100	0.067694
8.297	100	0.064699
8.308	100	0.064766
8.320	100	0.071113
8.331	100	0.072275
8.344	100	0.072320
8.355	100	0.076879
8.367	100	0.077617
8.378	100	0.074331
8.391	100	0.065146
8.402	100	0.067984
8.414	100	0.075896
8.426	100	0.077349
8.438	100	0.076276
8.449	100	0.072342
8.461	100	0.070420
8.473	100	0.072633
8.484	100	0.065817
8.496	100	0.073236
8.508	100	0.082645
8.520	100	0.076388
8.531	100	0.074510
8.543	100	0.076276
8.555	100	0.077416
8.567	100	0.075963
8.578	100	0.071516
8.590	100	0.069191
8.602	100	0.070957
8.614	100	0.069996
8.625	100	0.068521
8.638	100	0.065995
8.649	100	0.068543
8.661	100	0.076343
8.672	100	0.080232
8.685	100	0.069013
8.696	100	0.067046
8.708	100	0.068208
8.719	100	0.070912
8.732	100	0.073616
8.743	100	0.078399
8.755	100	0.076723
8.767	100	0.073817
8.778	100	0.078622
8.790	100	0.075762
8.801	100	0.071314
8.814	100	0.064185
8.825	100	0.066755
8.837	100	0.068543
8.849	100	0.067403
8.861	100	0.066040
8.872	100	0.070689
8.884	100	0.065481
8.896	100	0.064833
8.908	100	0.067448
8.919	100	0.072700
8.931	100	0.071091
8.943	100	0.069013
8.955	100	0.072052
8.966	100	0.069303
8.979	100	0.074153
8.990	100	0.076969
9.002	100	0.073594
9.013	100	0.072052
9.026	100	0.066979
9.037	100	0.065370
9.048	100	0.062733
9.060	100	0.071136
9.072	100	0.070532
9.084	100	0.078131
9.095	100	0.077013
9.108	100	0.077773
9.119	100	0.080209
9.131	100	0.075985
9.142	100	0.072745
9.155	100	0.071918
9.166	100	0.070309
9.178	100	0.073281
9.190	100	0.074600
9.202	100	0.073080
9.213	100	0.071158
9.225	100	0.072074
9.237	100	0.076321
9.249	100	0.077863
9.260	100	0.071180
9.272	100	0.068633
9.284	100	0.071136
9.296	100	0.076946
9.307	100	0.073862
9.320	100	0.076164
9.331	100	0.079650
9.342	100	0.073438
9.354	100	0.076857
9.366	100	0.074868
9.378	100	0.070219
9.389	100	0.071203
