Time (s)	Throttle (u)	Thrust (N)
2.769	900	3.563062
2.781	900	3.560872
2.792	900	3.554078
2.805	900	3.556156
2.816	900	3.557386
2.827	900	3.558347
2.840	900	3.555106
2.851	900	3.564738
2.863	900	3.560783
2.874	900	3.558079
2.887	900	3.560850
2.898	900	3.562660
2.910	900	3.564492
2.922	900	3.562258
2.934	900	3.551486
2.945	900	3.544468
2.957	900	3.552491
2.969	900	3.560470
2.981	900	3.557587
2.992	900	3.554056
3.004	900	3.560067
3.016	900	3.551106
3.028	900	3.549340
3.039	900	3.556358
3.052	900	3.543954
3.063	900	3.543395
3.074	900	3.553810
3.086	900	3.555352
3.099	900	3.544535
3.110	900	3.541384
3.121	900	3.546815
3.133	900	3.550212
3.145	900	3.545809
3.157	900	3.551597
3.168	900	3.550279
3.181	900	3.550726
3.192	900	3.543708
3.204	900	3.546636
3.215	900	3.546390
3.228	900	3.548290
3.239	900	3.547843
3.251	900	3.547262
3.263	900	3.548647
3.275	900	3.548692
3.286	900	3.541295
3.298	900	3.541719
3.310	900	3.536221
3.322	900	3.533272
3.333	900	3.530433
3.345	900	3.535529
3.357	900	3.538211
3.369	900	3.537853
3.380	900	3.538166
3.393	900	3.532646
3.404	900	3.539954
3.415	900	3.545317
3.427	900	3.538211
3.439	900	3.535462
3.451	900	3.532422
3.462	900	3.523148
3.474	900	3.524019
3.486	900	3.530210
3.498	900	3.534478
3.509	900	3.530098
3.522	900	3.529003
3.533	900	3.534411
3.545	900	3.529763
3.556	900	3.527193
3.569	900	3.526343
3.580	900	3.525606
3.592	900	3.520376
3.603	900	3.518946
3.616	900	3.521315
3.627	900	3.517985
3.639	900	3.523662
3.651	900	3.524757
3.663	900	3.518834
3.674	900	3.521874
3.685	900	3.520175
3.698	900	3.516868
3.709	900	3.518946
3.721	900	3.519885
3.733	900	3.523416
3.745	900	3.520063
3.756	900	3.516264
3.768	900	3.518007
3.780	900	3.524064
3.792	900	3.525248
3.803	900	3.517270
3.815	900	3.513269
3.827	900	3.523907
3.839	900	3.517136
3.850	900	3.511057
3.863	900	3.510521
3.874	900	3.510230
3.886	900	3.507124
3.897	900	3.511616
3.910	900	3.512800
3.921	900	3.511124
3.933	900	3.504889
3.944	900	3.505336
3.957	900	3.517002
3.968	900	3.518275
3.980	900	3.506297
3.992	900	3.506431
4.003	900	3.509805
4.015	900	3.513649
4.026	900	3.507951
4.039	900	3.503749
4.050	900	3.506118
4.062	900	3.499726
4.074	900	3.502363
4.086	900	3.507660
4.097	900	3.503347
4.109	900	3.502542
4.121	900	3.507191
4.133	900	3.507705
4.144	900	3.503391
4.156	900	3.498318
4.168	900	3.500330
4.180	900	3.498028
4.191	900	3.506051
4.204	900	3.505805
4.215	900	3.504509
4.227	900	3.507079
4.238	900	3.501738
4.251	900	3.498028
4.262	900	3.500017
4.274	900	3.495681
4.285	900	3.501268
4.297	900	3.501715
4.309	900	3.499748
4.320	900	3.497179
4.333	900	3.495055
4.344	900	3.495458
4.356	900	3.500576
4.367	900	3.504263
4.380	900	3.493625
4.391	900	3.489580
4.403	900	3.491435
4.415	900	3.494228
4.427	900	3.497983
4.438	900	3.495860
4.450	900	3.493625
4.462	900	3.494005
4.474	900	3.498519
4.485	900	3.491189
4.497	900	3.492575
4.509	900	3.491770
4.521	900	3.489960
4.532	900	3.491390
4.545	900	3.496955
4.556	900	3.498005
4.568	900	3.497760
4.579	900	3.497983
4.592	900	3.493468
4.603	900	3.489423
4.614	900	3.486742
4.626	900	3.499235
4.638	900	3.495301
4.650	900	3.495033
4.661	900	3.488351
4.674	900	3.483367
4.685	900	3.489267
4.697	900	3.498810
4.708	100	3.495279
4.721	100	3.276173
4.732	100	2.359723
4.744	100	1.458270
4.755	100	0.867975
4.768	100	0.524254
4.779	100	0.333799
4.791	100	0.229096
4.803	100	0.169648
4.815	100	0.136215
4.826	100	0.116258
4.838	100	0.105441
4.850	100	0.086109
4.862	100	0.067694
4.873	100	0.062621
4.886	100	0.065906
4.897	100	0.056698
4.908	100	0.063135
4.920	100	0.063269
4.933	100	0.062531
4.944	100	0.061459
4.955	100	0.065191
4.967	100	0.066487
4.979	100	0.065660
4.991	100	0.060319
5.002	100	0.059000
5.015	100	0.065817
5.026	100	0.064453
5.038	100	0.058196
5.049	100	0.061548
5.062	100	0.063537
5.073	100	0.062017
5.085	100	0.065169
5.096	100	0.059827
5.109	100	0.060945
5.120	100	0.059224
5.132	100	0.059783
5.144	100	0.064565
5.156	100	0.065236
5.167	100	0.059738
5.179	100	0.065057
5.191	100	0.056944
5.203	100	0.057324
5.214	100	0.063180
5.226	100	0.068923
5.238	100	0.066398
5.249	100	0.063917
5.261	100	0.064364
5.273	100	0.062956
5.285	100	0.069124
5.296	100	0.073125
5.308	100	0.072812
5.320	100	0.068990
5.332	100	0.064923
5.343	100	0.063381
5.356	100	0.064297
5.367	100	0.063112
5.379	100	0.056386
5.390	100	0.063559
5.403	100	0.068476
5.414	100	0.067158
5.426	100	0.059850
5.437	100	0.062666
5.450	100	0.071560
5.461	100	0.067247
5.473	100	0.065593
5.485	100	0.065705
5.497	100	0.066532
5.508	100	0.069370
5.519	100	0.069214
5.532	100	0.066152
5.543	100	0.067336
5.555	100	0.069705
5.567	100	0.064789
5.579	100	0.063403
5.590	100	0.063761
5.602	100	0.059760
5.614	100	0.063984
5.626	100	0.064766
5.637	100	0.060699
5.649	100	0.063917
5.661	100	0.069974
5.673	100	0.069884
5.684	100	0.069035
5.697	100	0.068052
5.708	100	0.073661
5.720	100	0.075114
5.731	100	0.071158
5.744	100	0.066353
5.755	100	0.063515
5.767	100	0.062129
5.778	100	0.077684
5.791	100	0.073505
5.802	100	0.067403
5.813	100	0.067448
5.826	100	0.067560
5.837	100	0.064252
5.849	100	0.064945
5.860	100	0.067649
5.873	100	0.064275
5.884	100	0.061347
5.896	100	0.063425
5.907	100	0.057503
5.920	100	0.062241
5.931	100	0.067314
5.943	100	0.065437
5.955	100	0.064900
5.967	100	0.066666
5.978	100	0.066912
5.990	100	0.066979
6.002	100	0.066509
6.014	100	0.066085
6.025	100	0.065124
6.038	100	0.062174
6.049	100	0.061459
6.061	100	0.063828
6.072	100	0.062710
6.085	100	0.063783
6.096	100	0.064856
6.108	100	0.062509
6.119	100	0.062040
6.131	100	0.057145
6.143	100	0.058442
6.154	100	0.058710
6.167	100	0.063872
6.178	100	0.062844
6.190	100	0.064297
6.201	100	0.062397
6.214	100	0.063649
6.225	100	0.064632
6.237	100	0.062152
6.248	100	0.061526
6.261	100	0.057570
6.272	100	0.059537
6.284	100	0.067202
6.296	100	0.070555
6.308	100	0.070018
6.319	100	0.064878
6.331	100	0.068409
6.343	100	0.068320
6.355	100	0.066889
6.366	100	0.066197
6.379	100	0.057548
6.390	100	0.064632
6.402	100	0.072141
6.413	100	0.066219
6.426	100	0.065124
6.437	100	0.067627
6.448	100	0.071449
6.460	100	0.073639
6.472	100	0.068230
6.484	100	0.054911
6.495	100	0.058643
6.508	100	0.064655
6.519	100	0.067716
6.531	100	0.069906
6.542	100	0.064744
6.555	100	0.061861
6.566	100	0.065280
6.578	100	0.065727
6.589	100	0.067962
6.602	100	0.070778
6.613	100	0.066666
6.625	100	0.060989
6.637	100	0.066644
6.649	100	0.066241
6.660	100	0.066666
6.672	100	0.067538
6.684	100	0.067895
6.696	100	0.072097
6.707	100	0.073393
6.720	100	0.073415
6.731	100	0.071985
6.742	100	0.068454
6.754	100	0.061414
6.766	100	0.060609
6.778	100	0.071069
6.789	100	0.064655
6.801	100	0.058822
6.813	100	0.063492
6.825	100	0.065392
6.836	100	0.075069
6.849	100	0.073058
6.860	100	0.066934
6.872	100	0.062867
6.883	100	0.060028
6.896	100	0.064252
6.907	100	0.072253
6.919	100	0.066375
6.930	100	0.059090
6.943	100	0.058755
6.954	100	0.067962
6.966	100	0.068566
6.978	100	0.075203
6.990	100	0.069527
7.001	100	0.066063
7.013	100	0.067091
7.025	100	0.069437
7.037	100	0.068208
7.048	100	0.066867
7.059	100	0.069124
7.072	100	0.067448
7.083	100	0.068789
7.095	100	0.074488
7.107	100	0.074220
7.119	100	0.068566
7.130	100	0.065772
7.142	100	0.066889
7.154	100	0.068208
7.166	100	0.060542
7.177	100	0.062688
7.190	100	0.068566
7.201	100	0.067895
7.213	100	0.065683
7.224	100	0.063515
7.237	100	0.069482
7.248	100	0.070376
7.260	100	0.070398
7.271	100	0.072678
7.284	100	0.071046
7.295	100	0.068342
7.307	100	0.067649
7.319	100	0.079807
7.331	100	0.073974
7.342	100	0.063224
7.353	100	0.048765
7.366	100	0.061146
7.377	100	0.071046
7.389	100	0.074086
7.400	100	0.071002
7.413	100	0.072342
7.424	100	0.072901
7.436	100	0.073169
7.448	100	0.070443
7.460	100	0.071449
7.471	100	0.067202
7.483	100	0.067940
7.495	100	0.068789
7.507	100	0.074019
7.518	100	0.072924
7.531	100	0.060989
7.542	100	0.065638
7.554	100	0.068767
7.565	100	0.069281
7.578	100	0.067761
7.589	100	0.069303
7.601	100	0.068722
7.612	100	0.071091
7.625	100	0.067940
7.636	100	0.066174
7.647	100	0.071314
7.660	100	0.076008
7.671	100	0.076924
7.683	100	0.070778
7.694	100	0.070711
7.707	100	0.073840
7.718	100	0.075114
7.730	100	0.076946
7.741	100	0.076879
7.754	100	0.071538
7.765	100	0.064766
7.777	100	0.070644
7.789	100	0.070085
7.801	100	0.060967
7.812	100	0.060028
7.824	100	0.059581
7.836	100	0.064006
7.848	100	0.067225
7.859	100	0.070510
7.872	100	0.066509
7.883	100	0.065481
7.895	100	0.068320
7.906	100	0.066889
7.919	100	0.069974
7.930	100	0.069661
7.941	100	0.068811
7.953	100	0.065884
7.965	100	0.066442
7.977	100	0.067739
7.988	100	0.077259
8.001	100	0.073236
8.012	100	0.067202
8.024	100	0.065526
8.035	100	0.065951
8.048	100	0.068700
8.059	100	0.076052
8.071	100	0.071940
8.082	100	0.064386
8.095	100	0.061123
8.106	100	0.069147
8.118	100	0.069057
8.130	100	0.067470
8.142	100	0.071337
8.153	100	0.067694
8.165	100	0.066554
8.177	100	0.069683
8.189	100	0.072722
8.200	100	0.072342
8.211	100	0.070465
8.224	100	0.076835
8.235	100	0.070912
8.247	100	0.067761
8.259	100	0.064476
8.271	100	0.067314
8.282	100	0.066688
8.294	100	0.064386
8.306	100	0.076857
8.318	100	0.075941
8.329	100	0.072611
8.342	100	0.064319
8.353	100	0.064118
8.365	100	0.067761
8.376	100	0.069594
8.389	100	0.071895
8.400	100	0.066331
8.412	100	0.059023
8.423	100	0.065772
8.436	100	0.062442
8.447	100	0.063694
8.459	100	0.073728
8.471	100	0.069929
8.483	100	0.070488
8.494	100	0.066308
8.505	100	0.058062
8.518	100	0.060811
8.529	100	0.063515
8.541	100	0.061168
8.552	100	0.063761
8.565	100	0.068566
8.576	100	0.067046
8.588	100	0.068141
8.600	100	0.066219
8.612	100	0.066353
8.623	100	0.066130
8.635	100	0.067873
8.647	100	0.066666
8.659	100	0.062956
8.670	100	0.068186
8.683	100	0.076477
8.694	100	0.073907
8.706	100	0.068230
8.717	100	0.070644
8.730	100	0.069884
8.741	100	0.071605
8.753	100	0.064141
8.764	100	0.060185
8.777	100	0.069638
8.788	100	0.070532
8.799	100	0.070711
8.812	100	0.071404
8.823	100	0.071895
8.835	100	0.068208
8.846	100	0.067716
8.859	100	0.071225
8.870	100	0.069929
8.882	100	0.065124
8.893	100	0.068677
8.906	100	0.066800
8.917	100	0.068320
8.929	100	0.065548
8.941	100	0.063850
8.953	100	0.063761
8.964	100	0.066420
8.976	100	0.076611
8.988	100	0.072074
9.000	100	0.072812
9.011	100	0.075538
9.024	100	0.072812
9.035	100	0.076164
9.047	100	0.071404
9.058	100	0.064252
9.071	100	0.065012
9.082	100	0.064498
9.094	100	0.066509
9.105	100	0.064520
9.117	100	0.068007
9.129	100	0.071381
9.140	100	0.065995
9.153	100	0.071337
9.164	100	0.066420
9.176	100	0.064632
9.187	100	0.067672
9.200	100	0.072432
9.211	100	0.077170
9.223	100	0.080947
9.234	100	0.079002
9.247	100	0.068163
9.258	100	0.068387
9.270	100	0.066733
9.282	100	0.067962
9.294	100	0.067113
9.305	100	0.068789
9.317	100	0.070510
9.329	100	0.069862
9.341	100	0.067292
9.352	100	0.057212
9.365	100	0.062084
9.376	100	0.062129
9.388	100	0.072879
