Time (s)	Throttle (u)	Thrust (N)
4.347	400	1.001307
4.359	400	1.005799
4.371	400	1.013912
4.383	400	1.010314
4.394	400	1.001531
4.406	400	1.001933
4.418	400	1.004324
4.430	400	0.998916
4.441	400	0.999162
4.453	400	1.001531
4.465	400	0.998424
4.477	400	1.001978
4.488	400	1.006381
4.501	400	1.005084
4.512	400	1.000771
4.524	400	1.004794
4.535	400	1.005889
4.548	400	1.003498
4.559	400	1.006693
4.570	400	1.004347
4.583	400	1.001665
4.594	400	1.003565
4.606	400	1.008749
4.617	400	1.006425
4.630	400	1.008615
4.641	400	1.001218
4.653	400	0.999274
4.664	400	1.004794
4.677	400	1.006246
4.688	400	1.003654
4.700	400	1.003498
4.712	100	1.006559
4.724	100	0.938173
4.735	100	0.650300
4.747	100	0.404711
4.759	100	0.264943
4.771	100	0.191461
4.782	100	0.144953
4.794	100	0.112369
4.806	100	0.089015
4.818	100	0.083584
4.829	100	0.082176
4.842	100	0.073035
4.853	100	0.065884
4.865	100	0.063649
4.876	100	0.063582
4.888	100	0.059336
4.900	100	0.062241
4.911	100	0.065548
4.924	100	0.064118
4.935	100	0.062934
4.947	100	0.063649
4.958	100	0.063694
4.971	100	0.068320
4.982	100	0.068901
4.994	100	0.070309
5.005	100	0.070711
5.018	100	0.067426
5.029	100	0.070197
5.041	100	0.068499
5.053	100	0.062822
5.065	100	0.065347
5.076	100	0.064498
5.088	100	0.055067
5.100	100	0.060654
5.112	100	0.054486
5.123	100	0.057861
5.135	100	0.068253
5.147	100	0.062397
5.159	100	0.068968
5.170	100	0.070130
5.183	100	0.064677
5.194	100	0.058151
5.205	100	0.061995
5.217	100	0.064945
5.229	100	0.068744
5.241	100	0.070733
5.252	100	0.066063
5.264	100	0.064789
5.276	100	0.062353
5.288	100	0.059112
5.299	100	0.061950
5.312	100	0.065504
5.323	100	0.065191
5.335	100	0.060520
5.346	100	0.059447
5.359	100	0.063314
5.370	100	0.068655
5.382	100	0.065236
5.394	100	0.062017
5.406	100	0.052229
5.417	100	0.054508
5.429	100	0.062509
5.441	100	0.074555
5.453	100	0.062822
5.464	100	0.058173
5.476	100	0.060006
5.488	100	0.062174
5.499	100	0.064677
5.511	100	0.069236
5.524	100	0.069638
5.535	100	0.074153
5.546	100	0.068454
5.558	100	0.066822
5.570	100	0.070689
5.582	100	0.066331
5.593	100	0.071046
5.605	100	0.065794
5.617	100	0.068364
5.629	100	0.058978
5.640	100	0.066621
5.653	100	0.071024
5.664	100	0.065213
5.676	100	0.062509
5.687	100	0.063470
5.700	100	0.063761
5.711	100	0.063291
5.723	100	0.060989
5.735	100	0.063492
5.747	100	0.065213
5.758	100	0.066867
5.770	100	0.064967
5.782	100	0.061101
5.794	100	0.059269
5.805	100	0.059693
5.816	100	0.064185
5.829	100	0.069839
5.840	100	0.077907
5.852	100	0.070353
5.864	100	0.065817
5.876	100	0.065481
5.887	100	0.060475
5.899	100	0.058039
5.911	100	0.061325
5.923	100	0.063001
5.934	100	0.068454
5.946	100	0.068521
5.958	100	0.066107
5.970	100	0.061436
5.981	100	0.068119
5.994	100	0.072611
6.005	100	0.071136
6.017	100	0.066420
6.028	100	0.062442
6.041	100	0.069728
6.052	100	0.070443
6.064	100	0.060855
6.076	100	0.070488
6.088	100	0.081684
6.099	100	0.076566
6.111	100	0.068610
6.123	100	0.058308
6.134	100	0.060051
6.146	100	0.071247
6.157	100	0.074600
6.170	100	0.065169
6.181	100	0.073438
6.193	100	0.076231
6.205	100	0.065593
6.217	100	0.060945
6.228	100	0.060051
6.240	100	0.064565
6.252	100	0.067381
6.264	100	0.066800
6.275	100	0.061839
6.287	100	0.064677
6.299	100	0.062397
6.311	100	0.062643
6.322	100	0.062420
6.335	100	0.065951
6.346	100	0.071895
6.358	100	0.070823
6.369	100	0.065660
6.382	100	0.059671
6.393	100	0.065034
6.405	100	0.063224
6.416	100	0.062576
6.429	100	0.067493
6.440	100	0.062263
6.451	100	0.060341
6.464	100	0.065459
6.475	100	0.069303
6.487	100	0.067627
6.498	100	0.071516
6.511	100	0.065571
6.522	100	0.067403
6.534	100	0.066398
6.546	100	0.066442
6.558	100	0.062733
6.569	100	0.065034
6.581	100	0.061213
6.593	100	0.059313
6.605	100	0.066018
6.616	100	0.062956
6.628	100	0.058486
6.640	100	0.067113
6.652	100	0.069661
6.663	100	0.065057
6.676	100	0.064364
6.687	100	0.065370
6.699	100	0.064655
6.710	100	0.066241
6.723	100	0.064610
6.734	100	0.062934
6.746	100	0.058308
6.757	100	0.063828
6.770	100	0.070242
6.781	100	0.062598
6.792	100	0.064453
6.805	100	0.063872
6.816	100	0.067381
6.828	100	0.069057
6.839	100	0.063492
6.852	100	0.063180
6.863	100	0.067739
6.875	100	0.061950
6.887	100	0.060475
6.899	100	0.066554
6.910	100	0.063202
6.922	100	0.063202
6.934	100	0.060721
6.946	100	0.060185
6.957	100	0.066755
6.969	100	0.066889
6.981	100	0.063157
6.993	100	0.062040
7.004	100	0.060945
7.017	100	0.067359
7.028	100	0.069080
7.040	100	0.069482
7.051	100	0.066420
7.064	100	0.063045
7.075	100	0.072387
7.086	100	0.072521
7.098	100	0.063582
7.110	100	0.065727
7.122	100	0.070242
7.133	100	0.063135
7.146	100	0.064543
7.157	100	0.061548
7.169	100	0.063671
7.180	100	0.064029
7.193	100	0.061593
7.204	100	0.058755
7.216	100	0.057726
7.228	100	0.065124
7.240	100	0.067895
7.251	100	0.066554
7.263	100	0.062800
7.275	100	0.057548
7.287	100	0.064878
7.298	100	0.069549
7.310	100	0.068409
7.322	100	0.072678
7.334	100	0.076857
7.345	100	0.073303
7.358	100	0.069236
7.369	100	0.067873
7.381	100	0.070197
7.392	100	0.065146
7.404	100	0.066174
7.416	100	0.064319
7.427	100	0.059224
7.439	100	0.062688
7.451	100	0.068074
7.463	100	0.074309
7.474	100	0.071113
7.487	100	0.066509
7.498	100	0.072521
7.510	100	0.067783
7.521	100	0.065459
7.534	100	0.073438
7.545	100	0.069437
7.557	100	0.067001
7.568	100	0.072097
7.581	100	0.066733
7.592	100	0.061325
7.604	100	0.061392
7.616	100	0.067336
7.628	100	0.064297
7.639	100	0.064275
7.651	100	0.072231
7.663	100	0.069817
7.675	100	0.068320
7.686	100	0.069549
7.699	100	0.066107
7.710	100	0.054419
7.721	100	0.061034
7.733	100	0.064073
7.746	100	0.064990
7.757	100	0.064498
7.768	100	0.064520
7.780	100	0.072499
7.792	100	0.070085
7.804	100	0.064588
7.815	100	0.067873
7.828	100	0.062129
7.839	100	0.066442
7.851	100	0.064766
7.862	100	0.070018
7.875	100	0.075024
7.886	100	0.070756
7.898	100	0.066040
7.909	100	0.066353
7.922	100	0.064163
7.933	100	0.068007
7.945	100	0.069214
7.957	100	0.065124
7.969	100	0.066442
7.980	100	0.075404
7.992	100	0.068119
8.004	100	0.062822
8.016	100	0.063738
8.027	100	0.063180
8.040	100	0.063314
8.051	100	0.064185
8.062	100	0.059023
8.074	100	0.057302
8.086	100	0.069392
8.098	100	0.070353
8.109	100	0.061593
8.121	100	0.060766
8.133	100	0.065124
8.145	100	0.067292
8.156	100	0.064185
8.169	100	0.059045
8.180	100	0.056453
8.192	100	0.060118
8.203	100	0.053883
8.216	100	0.058598
8.227	100	0.065638
8.239	100	0.064722
8.250	100	0.058129
8.263	100	0.055223
8.274	100	0.066845
8.286	100	0.062598
8.298	100	0.061682
8.310	100	0.060341
8.321	100	0.060230
8.333	100	0.063291
8.345	100	0.070510
8.356	100	0.073594
8.368	100	0.066331
8.380	100	0.062308
8.392	100	0.063895
8.403	100	0.065928
8.415	100	0.061839
8.427	100	0.060632
8.439	100	0.057391
8.450	100	0.062844
8.462	100	0.066956
8.474	100	0.063090
8.486	100	0.062040
8.497	100	0.063649
8.510	100	0.069214
8.521	100	0.068923
8.533	100	0.065772
8.544	100	0.058218
8.557	100	0.056676
8.568	100	0.058643
8.580	100	0.056609
8.591	100	0.058509
8.604	100	0.064565
8.615	100	0.072901
8.627	100	0.072387
8.639	100	0.073438
8.651	100	0.074130
8.662	100	0.069080
8.673	100	0.064252
8.686	100	0.058643
8.698	100	0.054397
8.709	100	0.063805
8.720	100	0.062174
8.733	100	0.060073
8.744	100	0.060028
8.756	100	0.057861
8.768	100	0.069057
8.780	100	0.075538
8.791	100	0.067448
8.803	100	0.065772
8.815	100	0.065504
8.827	100	0.061593
8.838	100	0.058978
8.851	100	0.061749
8.862	100	0.067113
8.874	100	0.068186
8.885	100	0.064565
8.898	100	0.067180
8.909	100	0.069817
8.921	100	0.072074
8.932	100	0.067091
8.945	100	0.067627
8.956	100	0.064744
8.968	100	0.064230
8.980	100	0.070175
8.992	100	0.060654
9.003	100	0.056363
9.014	100	0.061995
9.027	100	0.063045
9.038	100	0.069504
9.050	100	0.069080
9.061	100	0.063627
9.074	100	0.062129
9.085	100	0.065437
9.097	100	0.063537
9.109	100	0.066040
9.121	100	0.060855
9.132	100	0.069996
9.144	100	0.071091
9.156	100	0.062621
9.168	100	0.069236
9.179	100	0.067046
9.192	100	0.067940
9.203	100	0.070398
9.215	100	0.071627
9.226	100	0.070912
9.239	100	0.069661
9.250	100	0.064073
9.262	100	0.059000
9.273	100	0.059537
9.286	100	0.058553
9.297	100	0.061347
9.309	100	0.060431
9.321	100	0.068767
9.332	100	0.073594
9.344	100	0.067314
9.355	100	0.071449
9.368	100	0.067627
9.379	100	0.069817
9.391	100	0.065213
